Dataset,Category,average_mean,average_deviation,avg_skewness,avg_kurtosis
EEG_Eye_State_hr_mc.csv,balanced,4316.882028546157,1767.2884824189532,71.73726620900264,8904.72190163805
HTRU_2_hr_lc.csv,imbalanced,38.997476918145594,24.961522326040686,2.040590902112843,10.17240085872728
Heart_disease_lr_mc.csv,balanced,45.451383599898456,8.323623121576476,0.4274556095354735,0.07048562053964166
Indian_Liver_Patient_lr_mc.csv,imbalanced,60.34065438495491,82.67326791946294,3.2778910051918166,29.838669344923638
Retinopathy_Debrecen_mr_hc.csv,balanced,16.24123057365576,12.493524535809524,1.820885697660699,49.026777980597416
Wine_mr_mc.csv,balanced,8.060695155757045,4.360990795381437,1.7333304243234748,8.898412473865134
abalone_hr_lc.csv,balanced,0.38270340982933754,0.1746183889074291,0.6203687756176233,11.033153238708147
bupa_lr_lc.csv,balanced,42.80289855072464,15.827503400802177,1.688619620436176,6.571175730554462
climate_model_crashes_lr_hc.csv,imbalanced,0.500022058056893,0.2889411478525574,5.469197284341443e-06,-1.2000057830459239
contaceptive_mr_lc.csv,balanced,5.459304518367655,1.7011138151105467,-0.13558211338860637,0.9309260312892084
ecoli_lr_lc.csv,imbalanced,0.4995663265306122,0.14372869668428684,3.605501049268437,51.976030830189856
german_credit_data_mr_hc.csv,imbalanced,168.36305,143.10020691903836,0.04548477966240094,1.7054795007136732
letter-recognition_hr_hc.csv,balanced,5.925465625,2.2737711454463647,0.2902970341018099,0.6977379005298195
online_shoppers_intention_hr_hc.csv,imbalanced,97.30724529822238,164.87035244618014,3.845279614923013,31.47978765060242
page_blocks_classification_hr_mc.csv,imbalanced,253.32758631463548,840.2336192978353,14.711451967520436,652.8296690123777
solar_flare_mr_mc.csv,imbalanced,1.1644668426525877,0.42570127947325964,2.5666176222462527,16.825766172335744
vehicle_lr_hc.csv,balanced,117.50765340986744,22.668763198180645,1.0409822101701176,5.076725984980957
yeast_mr_lc.csv,imbalanced,0.3811969339622642,0.09666403434721269,2.912827303657759,28.660878425906386
