Dataset,Category,Feature,Mean,Std Deviation,Skewness,Kurtosis
bupa_lr_lc.csv,balanced,mcv,90.15942028985508,4.448095974964357,-0.388433123762539,2.584957509016723
bupa_lr_lc.csv,balanced,alkphos,69.8695652173913,18.34767034470199,0.7536667717517448,0.7478828309967769
bupa_lr_lc.csv,balanced,sgpt,30.405797101449274,19.512308906279166,3.0634986423558543,13.813911752411279
bupa_lr_lc.csv,balanced,sgot,24.643478260869564,10.064493746739561,2.293072446543802,8.14016505369479
bupa_lr_lc.csv,balanced,gammagt,38.28405797101449,39.25461616755086,2.8660935595711625,10.4767491544949
bupa_lr_lc.csv,balanced,drinks,3.455072463768116,3.337835264577127,1.5438194261570308,3.663388082712297
Heart_disease_lr_mc.csv,balanced,age,54.43894389438944,9.038662442446743,-0.20906046882012877,-0.5233827452226572
Heart_disease_lr_mc.csv,balanced,sex,0.6798679867986799,0.4672988277701313,-0.77493506152194,-1.4088187009504565
Heart_disease_lr_mc.csv,balanced,cp,2.1584158415841586,0.9601256119600123,-0.8417538756970184,-0.400654819639922
Heart_disease_lr_mc.csv,balanced,trestbps,131.68976897689768,17.59974772958769,0.7060346498131783,0.8800738685514475
Heart_disease_lr_mc.csv,balanced,chol,246.69306930693068,51.776917542637015,1.1355031533363453,4.491724286538853
Heart_disease_lr_mc.csv,balanced,fbs,0.1485148514851485,0.35619787492797605,1.9866519309144517,1.9596776292633504
Heart_disease_lr_mc.csv,balanced,restecg,0.9900990099009901,0.9949712915251797,0.01990027945947886,-1.9993306598089324
Heart_disease_lr_mc.csv,balanced,thalach,149.6072607260726,22.875003276980376,-0.5374486699106463,-0.053540958946916906
Heart_disease_lr_mc.csv,balanced,exang,0.32673267326732675,0.46979446452231716,0.7425315444212831,-1.4583166825574498
Heart_disease_lr_mc.csv,balanced,oldpeak,1.0396039603960396,1.161075022068634,1.2697199306019966,1.5758130733382507
Heart_disease_lr_mc.csv,balanced,slope,0.6006600660066007,0.6162261453459627,0.5083156098165437,-0.62752074726688
Heart_disease_lr_mc.csv,balanced,ca,0.6633663366336634,0.934375462234503,1.2087909028749027,0.30758888523762096
Heart_disease_lr_mc.csv,balanced,thal,1.8316831683168318,0.9567048884876433,0.3426729986727087,-1.8269993615209659
vehicle_lr_hc.csv,balanced,compactness,93.65682656826569,8.233750575382908,0.38604759217896134,-0.5113696933553062
vehicle_lr_hc.csv,balanced,circularity,44.80319803198032,6.146659119507499,0.2727230621225907,-0.9212323279027959
vehicle_lr_hc.csv,balanced,distance_circularity,82.04305043050431,15.783069639177887,0.11424421862719482,-0.9670831450276922
vehicle_lr_hc.csv,balanced,radius_ratio,169.09840098400983,33.615401699669555,0.39612942605564555,0.32092494124925164
vehicle_lr_hc.csv,balanced,pr.axis_aspect_ratio,61.77490774907749,7.973000013135561,3.832899380531913,29.57434582637406
vehicle_lr_hc.csv,balanced,max.length_aspect_ratio,8.599015990159902,4.6771743202135605,6.698420230579797,56.65271664638529
