height,length,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,Adjusted_p,class
0.0006218905472636816,0.0012658227848101266,2.430673713305508e-05,0.00026070763500931097,0.04,0.06570000000000001,4.7023208879919275e-05,4.240239876427295e-05,4.985585155962109e-05,0.00018679950186799502,0.891801191334712,1
0.0007462686567164179,0.0012658227848101266,2.9168084559666096e-05,0.00021731843575418996,0.0429,0.0881,7.265388496468214e-05,5.451736983977951e-05,8.020289163939046e-05,0.00015566625155666251,0.8663783816401591,1
0.0007462686567164179,0.0032549728752260397,7.500364601056996e-05,0.0005586592178770949,0.028699999999999996,0.0741,8.940464177598385e-05,9.389102583517582e-05,0.00017341165759868207,0.00021793275217932753,0.8919904555267807,1
0.0006218905472636816,0.0012658227848101266,2.430673713305508e-05,0.00026070763500931097,0.0371,0.0743,8.738647830474269e-05,3.937365599539631e-05,5.6358788719571674e-05,9.339975093399751e-05,0.8861507536218302,1
0.0007462686567164179,0.00054249547920434,1.2500607668428326e-05,9.310986964618249e-05,0.05,0.0944,4.540867810292634e-05,2.7258684919889754e-05,3.684997723971994e-05,0.00012453300124533,0.8539715750452568,1
0.0006218905472636816,0.0014466546112115732,2.777912815206295e-05,0.000297951582867784,0.05500000000000001,0.1,4.924318869828456e-05,6.663234091528607e-05,8.670582879934104e-05,0.0002801992528019925,0.8421229435192901,1
0.0007462686567164179,0.0007233273056057866,1.6667476891237767e-05,0.00012420856610800745,0.0417,0.0708,5.0454086781029264e-05,3.0287427688766394e-05,3.684997723971994e-05,0.00012453300124533,0.8856474035017237,1
0.0006218905472636816,0.00108499095840868,2.083434611404721e-05,0.000223463687150838,0.0333,0.0333,0.00020181634712411706,3.0287427688766394e-05,2.167645719983526e-05,3.11332503113325e-05,0.9311639069787387,1
0.0006218905472636816,0.0009041591320072332,1.736195509503934e-05,0.00018621973929236498,0.04,0.052000000000000005,0.00020181634712411706,3.0287427688766394e-05,2.8179394359785837e-05,3.11332503113325e-05,0.9059789522068576,1
0.0006218905472636816,0.0012658227848101266,2.430673713305508e-05,0.00026070763500931097,0.0486,0.09140000000000001,0.0001715438950554995,5.1488627070902866e-05,6.936466303947282e-05,6.2266500622665e-05,0.8574726086099953,1
0.0006218905472636816,0.0003616636528028933,6.944782038015737e-06,7.4487895716946e-05,0.08,0.1,0.00016145307769929366,2.4229942151013115e-05,2.167645719983526e-05,3.11332503113325e-05,0.818696520394817,1
0.0006218905472636816,0.00054249547920434,1.0417173057023605e-05,0.000111731843575419,0.0533,0.0733,0.00016145307769929366,2.4229942151013115e-05,2.3844102919818786e-05,3.11332503113325e-05,0.8718728045838181,1
0.0006218905472636816,0.00108499095840868,2.083434611404721e-05,0.000223463687150838,0.0433,0.0733,0.0002623612512613522,3.937365599539631e-05,4.768820583963757e-05,3.11332503113325e-05,0.881068264097655,1
0.0006218905472636816,0.0012658227848101266,2.430673713305508e-05,0.00026070763500931097,0.0429,0.0857,0.00010090817356205853,4.543114153314959e-05,6.502937159950578e-05,9.339975093399751e-05,0.8689225038581552,1
0.0007462686567164179,0.0012658227848101266,2.9168084559666096e-05,0.00021731843575418996,0.0405,0.0881,8.577194752774975e-05,5.1488627070902866e-05,8.020289163939046e-05,0.00012453300124533,0.8687994255706761,1
0.0006218905472636816,0.0014466546112115732,2.777912815206295e-05,0.000297951582867784,0.0375,0.0475,0.0003027245206861756,4.543114153314959e-05,4.118526867968699e-05,3.11332503113325e-05,0.9121852499492945,1
0.0007462686567164179,0.0012658227848101266,2.9168084559666096e-05,0.00021731843575418996,0.0405,0.09519999999999999,8.577194752774975e-05,5.1488627070902866e-05,8.670582879934104e-05,0.00012453300124533,0.8616929226335163,1
0.0006218905472636816,0.0034358047016274863,6.59754293611495e-05,0.000707635009310987,0.023200000000000002,0.04,0.00011099899091826438,6.663234091528607e-05,8.237053735937398e-05,0.00012453300124533,0.9315841594419985,1
0.0006218905472636816,0.0009041591320072332,1.736195509503934e-05,0.00018621973929236498,0.04,0.05600000000000001,0.00010090817356205853,3.0287427688766394e-05,3.0347040079769364e-05,6.2266500622665e-05,0.9020465594843884,1
0.0004975124378109452,0.00108499095840868,1.6667476891237767e-05,0.00027932960893854746,0.0417,0.05,0.00020181634712411706,3.0287427688766394e-05,2.601174863980231e-05,3.11332503113325e-05,0.9061322507441866,1
0.0004975124378109452,0.00108499095840868,1.6667476891237767e-05,0.00027932960893854746,0.0458,0.0792,0.00011099899091826438,3.3316170457643034e-05,4.118526867968699e-05,6.2266500622665e-05,0.8728737325872723,1
0.0004975124378109452,0.0032549728752260397,5.0002430673713306e-05,0.0008379888268156424,0.025,0.0528,5.186680121089808e-05,5.451736983977951e-05,8.237053735937398e-05,0.00021793275217932753,0.9171528359688843,1
0.0007462686567164179,0.0012658227848101266,2.9168084559666096e-05,0.00021731843575418996,0.035699999999999996,0.0548,0.0001513622603430878,4.543114153314959e-05,4.985585155962109e-05,6.2266500622665e-05,0.9069325062841012,1
0.0006218905472636816,0.0012658227848101266,2.430673713305508e-05,0.00026070763500931097,0.0429,0.0886,5.0454086781029264e-05,4.543114153314959e-05,6.719701731948931e-05,0.00018679950186799502,0.8659773905482822,1
0.0006218905472636816,0.0007233273056057866,1.3889564076031475e-05,0.000148975791433892,0.05,0.08,0.00020181634712411706,3.0287427688766394e-05,3.468233151973641e-05,3.11332503113325e-05,0.8681939974349766,1
0.001616915422885572,0.0045207956600361665,0.00022570541623551145,0.0003581005586592179,0.0234,0.028599999999999997,0.0002191725529767911,0.00023018445043462458,0.0002015910519584679,0.00021793275217932753,0.9404096021346343,1
0.001616915422885572,0.0045207956600361665,0.00022570541623551145,0.0003581005586592179,0.0351,0.068,0.00012108980827447023,0.0003452766756519369,0.00047904970411635924,0.0005915317559153176,0.8886415349982254,1
0.0008706467661691543,0.0028933092224231465,7.778155882577625e-05,0.00042569832402234635,0.032100000000000004,0.0643,5.186680121089808e-05,0.00010903473967955902,0.00015607049183881386,0.00043586550435865506,0.8985797265914717,1
0.0008706467661691543,0.018625678119349006,0.0005007187849409347,0.0027400372439478587,0.0295,0.0691,3.5519677093844605e-05,0.0006451222097707242,0.001079487568551796,0.003767123287671233,0.8731356663425054,1
