fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Adjusted_p,quality
0.04230989136649514,0.040276179516685835,0.0,0.011143695014662756,0.011307841095075138,0.014705882352941176,0.0106951871657754,0.09037560492691062,0.07957379279075039,0.025454545454545455,0.05735204392922514,0.6168053363869329,5
0.044596912521440824,0.050632911392405056,0.0,0.015249266862170088,0.01458116351733373,0.03342245989304813,0.021075810003145644,0.0902850300572705,0.07254590795737928,0.03090909090909091,0.05979255643685174,0.5669088904498643,5
0.044596912521440824,0.04372842347525891,0.0036363636363636364,0.01348973607038123,0.013688439220354114,0.020053475935828877,0.016986473733878578,0.09030314503119852,0.07390614373158014,0.029545454545454545,0.05979255643685174,0.5902728756614088,5
0.06403659233847912,0.016110471806674336,0.05090909090909091,0.011143695014662756,0.0111590537122452,0.022727272727272728,0.01887385970430953,0.09039371990083864,0.07163908410791205,0.026363636363636363,0.05979255643685174,0.5568509669780266,6
0.04230989136649514,0.040276179516685835,0.0,0.011143695014662756,0.011307841095075138,0.014705882352941176,0.0106951871657754,0.09037560492691062,0.07957379279075039,0.025454545454545455,0.05735204392922514,0.6168053363869329,5
0.04230989136649514,0.03797468354430379,0.0,0.010557184750733138,0.0111590537122452,0.017379679144385027,0.012582573136206355,0.09037560492691062,0.07957379279075039,0.025454545454545455,0.05735204392922514,0.6152809472441998,5
0.04516866781017725,0.034522439585730716,0.005454545454545454,0.0093841642228739,0.010266329415265587,0.020053475935828877,0.018559295375904374,0.09024880010941444,0.07481296758104738,0.02090909090909091,0.05735204392922514,0.613268179670896,5
0.04173813607775872,0.03739930955120828,0.0,0.007038123167155425,0.009671179883945842,0.020053475935828877,0.006605850896508336,0.09008576534406224,0.07685332124234867,0.021363636363636362,0.06101281269066504,0.6281783888468822,7
0.044596912521440824,0.03337169159953969,0.0018181818181818182,0.011730205278592375,0.010861478946585328,0.012032085561497326,0.005662157911292859,0.0902850300572705,0.07617320335524824,0.025909090909090906,0.057962172056131786,0.6295977899851284,7
0.038307604345340196,0.03337169159953969,0.007272727272727273,0.010557184750733138,0.01443237613450378,0.020053475935828877,0.020446681346335326,0.09020351267459438,0.07435955565631376,0.024545454545454547,0.05613178767541183,0.6103179480632173,5
0.03201829616923956,0.035385500575373985,0.0,0.0093841642228739,0.013242077071864306,0.0213903743315508,0.018559295375904374,0.0900585928831702,0.08116073452731808,0.023636363636363636,0.06040268456375839,0.6147619166425827,5
0.044596912521440824,0.03509781357882623,0.026363636363636363,0.0093841642228739,0.01696176164261271,0.012032085561497326,0.009122365523749607,0.09033937497905456,0.07390614373158014,0.07090909090909091,0.05552165954850518,0.5557649914171323,5
0.04859919954259577,0.016110471806674336,0.05090909090909091,0.010557184750733138,0.013688439220354114,0.04679144385026738,0.03240012582573136,0.0902940875442345,0.07481296758104738,0.03409090909090909,0.06406345332519829,0.5176826265531638,7
0.04516866781017725,0.018411967779056383,0.046363636363636364,0.010557184750733138,0.05073649754500819,0.022727272727272728,0.017615602390688895,0.0902940875442345,0.06891861255951032,0.049090909090909095,0.05613178767541183,0.5239837737633612,6
0.043453401943967976,0.022439585730724968,0.028181818181818183,0.01348973607038123,0.01220056539205474,0.03074866310160428,0.02233406731676628,0.09041183487476666,0.0798004987531172,0.029545454545454545,0.05918242830994508,0.5682119457793988,5
0.04516866781017725,0.024741081703107015,0.01909090909090909,0.0093841642228739,0.01577146257997322,0.013368983957219251,0.011638880150990877,0.09026691508334247,0.07186579007027885,0.041363636363636366,0.057962172056131786,0.59937733691136,5
0.04859919954259577,0.028193325661680087,0.01,0.01348973607038123,0.012498140157714626,0.012032085561497326,0.021075810003145644,0.0902850300572705,0.07186579007027885,0.024090909090909093,0.05735204392922514,0.6105179298553017,5
0.03945111492281304,0.02301495972382048,0.012727272727272728,0.01407624633431085,0.012646927540544563,0.02807486631016043,0.012582573136206355,0.0902850300572705,0.07776014509181592,0.028636363636363637,0.05918242830994508,0.6015620722094764,6
0.03602058319039451,0.022439585730724968,0.014545454545454545,0.008211143695014663,0.011902990626394883,0.014705882352941176,0.007234979553318654,0.09016728272673834,0.07571979143051462,0.025454545454545455,0.056741915802318486,0.6368558448916397,5
0.043453401943967976,0.02359033371691599,0.021818181818181816,0.010557184750733138,0.011902990626394883,0.0053475935828877,0.0034602076124567475,0.09023068513548642,0.07435955565631376,0.026818181818181817,0.057962172056131786,0.6304995112823479,5
0.04059462550028588,0.04085155350978135,0.0,0.011143695014662756,0.011902990626394883,0.01871657754010695,0.01100975149418056,0.09032126000512654,0.07866696894128317,0.025,0.05735204392922514,0.6144405334389527,5
0.044596912521440824,0.03711162255466052,0.0,0.011730205278592375,0.01220056539205474,0.0106951871657754,0.0050330292544825414,0.09024880010941444,0.07662661527998187,0.026818181818181817,0.05979255643685174,0.6251463241885638,6
0.038307604345340196,0.03883774453394706,0.006363636363636364,0.01407624633431085,0.013242077071864306,0.022727272727272728,0.025794274929223027,0.09019445518763038,0.07594649739288144,0.024545454545454547,0.061622940817571685,0.5883417957508674,5
