Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Sex_F,Sex_I,Sex_M,Adjusted_p,Rings
0.055828220858895716,0.05615384615384615,0.0084070796460177,0.018191470536188286,0.015087365591397851,0.013289473684210528,0.01492537313432836,0.0,0.0,0.1,0.7181171703951155,15
0.04294478527607362,0.04076923076923077,0.007964601769911504,0.007980888338347196,0.0066868279569892485,0.006381578947368421,0.006965174129353235,0.0,0.0,0.1,0.780306912812726,7
0.06503067484662578,0.06461538461538462,0.011946902654867258,0.023960360998053445,0.017237903225806452,0.01861842105263158,0.020895522388059702,0.1,0.0,0.0,0.6776948302185711,9
0.0539877300613497,0.05615384615384615,0.011061946902654869,0.018262254468235713,0.01448252688172043,0.015000000000000001,0.015422885572139305,0.0,0.0,0.1,0.7156288099600538,10
0.04049079754601228,0.03923076923076923,0.007079646017699116,0.007255353034861086,0.006014784946236559,0.005197368421052632,0.005472636815920398,0.0,0.1,0.0,0.7892586439874487,7
0.05214723926380369,0.04615384615384615,0.0084070796460177,0.012440276057334984,0.009475806451612903,0.010197368421052632,0.011940298507462687,0.0,0.1,0.0,0.7492380854988693,8
0.06503067484662578,0.06384615384615384,0.013274336283185842,0.02751725358343656,0.01592741935483871,0.01861842105263158,0.032835820895522394,0.1,0.0,0.0,0.6629499201376052,20
0.0668711656441718,0.06538461538461539,0.011061946902654869,0.027181029906211292,0.019758064516129034,0.019671052631578947,0.025870646766169157,0.1,0.0,0.0,0.6642014782484695,16
0.058282208588957066,0.05692307692307692,0.011061946902654869,0.01803220668908158,0.0145497311827957,0.01480263157894737,0.016417910447761197,0.0,0.0,0.1,0.7099302876867253,9
0.06748466257668713,0.06769230769230769,0.013274336283185842,0.031658113608210935,0.021135752688172044,0.01986842105263158,0.0318407960199005,0.1,0.0,0.0,0.6470456100789043,19
0.06441717791411045,0.05846153846153846,0.012389380530973453,0.021465227393381706,0.013037634408602151,0.019407894736842107,0.020895522388059702,0.1,0.0,0.0,0.689925624166492,14
0.052760736196319026,0.05384615384615384,0.009734513274336285,0.014369138205627324,0.011256720430107529,0.010657894736842106,0.013432835820895524,0.0,0.0,0.1,0.7339420074897183,10
0.060122699386503074,0.05846153846153846,0.011946902654867258,0.01916474960184038,0.014616935483870969,0.0125,0.018905472636815922,0.0,0.0,0.1,0.704281701774564,11
0.06564417177914111,0.062307692307692314,0.012831858407079646,0.024225800743231288,0.018313172043010754,0.022500000000000003,0.020398009950248756,0.1,0.0,0.0,0.6737792947695962,10
0.057668711656441725,0.054615384615384614,0.008849557522123895,0.01682887984427535,0.011256720430107529,0.010592105263157896,0.018407960199004977,0.1,0.0,0.0,0.7217806804695039,10
0.061349693251533756,0.06153846153846154,0.011504424778761064,0.023517961422757035,0.017338709677419357,0.0175,0.023880597014925373,0.0,0.0,0.1,0.683370152316142,12
0.04355828220858896,0.04307692307692308,0.007522123893805311,0.010281366129888515,0.006384408602150538,0.005197368421052632,0.011442786069651743,0.0,0.1,0.0,0.7725367415979392,7
0.0539877300613497,0.05230769230769231,0.008849557522123895,0.015961776676694392,0.01263440860215054,0.011447368421052631,0.012935323383084578,0.1,0.0,0.0,0.7318761430258519,10
0.04478527607361964,0.045384615384615384,0.007079646017699116,0.009042647319058574,0.006518817204301076,0.005657894736842105,0.009950248756218907,0.0,0.0,0.1,0.7715808545076452,7
0.05521472392638038,0.04923076923076923,0.008849557522123895,0.013484339055034508,0.011458333333333334,0.009868421052631578,0.011442786069651743,0.0,0.0,0.1,0.7404510698100752,9
0.04355828220858896,0.04307692307692308,0.0084070796460177,0.008688727658821447,0.006418010752688172,0.008157894736842105,0.00746268656716418,0.0,0.0,0.1,0.7742303953529543,11
0.04662576687116565,0.04230769230769231,0.008849557522123895,0.007980888338347196,0.005376344086021506,0.006447368421052632,0.008457711442786071,0.0,0.1,0.0,0.7739546710108107,10
0.06932515337423313,0.06769230769230769,0.013716814159292037,0.033250752079278,0.02872983870967742,0.028157894736842107,0.026865671641791048,0.1,0.0,0.0,0.6322615676065786,12
