xbox ,ybox ,width ,height,onpix ,xbar ,ybar ,x2bar,y2bar ,xybar ,x2ybar,xy2bar,xedge ,xedgey,yedge ,yedgex,Adjusted_p,letter
0.008333333333333333,0.03333333333333333,0.0125,0.020833333333333332,0.004166666666666667,0.03333333333333333,0.05416666666666667,0.0,0.025,0.025,0.041666666666666664,0.03333333333333333,0.0,0.03333333333333333,0.0,0.03333333333333333,0.6416666666666667,0
0.020833333333333332,0.05,0.0125,0.029166666666666667,0.008333333333333333,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.016666666666666666,0.05416666666666667,0.0125,0.0375,0.008333333333333333,0.03333333333333333,0.016666666666666666,0.041666666666666664,0.575,1
0.016666666666666666,0.04583333333333333,0.025,0.03333333333333333,0.025,0.041666666666666664,0.025,0.008333333333333333,0.025,0.041666666666666664,0.0125,0.029166666666666667,0.0125,0.029166666666666667,0.0125,0.0375,0.5791666666666666,2
0.029166666666666667,0.04583333333333333,0.025,0.025,0.0125,0.020833333333333332,0.0375,0.016666666666666666,0.025,0.016666666666666666,0.016666666666666666,0.041666666666666664,0.025,0.041666666666666664,0.008333333333333333,0.03333333333333333,0.5791666666666666,3
0.008333333333333333,0.004166666666666667,0.0125,0.004166666666666667,0.004166666666666667,0.03333333333333333,0.025,0.025,0.025,0.025,0.020833333333333332,0.0375,0.004166666666666667,0.029166666666666667,0.020833333333333332,0.041666666666666664,0.6791666666666667,4
0.016666666666666666,0.04583333333333333,0.020833333333333332,0.03333333333333333,0.0125,0.03333333333333333,0.03333333333333333,0.025,0.0375,0.020833333333333332,0.025,0.025,0.0,0.03333333333333333,0.0375,0.029166666666666667,0.5708333333333333,5
0.016666666666666666,0.008333333333333333,0.020833333333333332,0.016666666666666666,0.016666666666666666,0.03333333333333333,0.029166666666666667,0.025,0.025,0.029166666666666667,0.025,0.025,0.008333333333333333,0.03333333333333333,0.029166666666666667,0.041666666666666664,0.6166666666666667,6
0.004166666666666667,0.004166666666666667,0.0125,0.008333333333333333,0.004166666666666667,0.03333333333333333,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.03333333333333333,0.008333333333333333,0.03333333333333333,0.004166666666666667,0.025,0.008333333333333333,0.029166666666666667,0.7666666666666666,7
0.008333333333333333,0.008333333333333333,0.016666666666666666,0.016666666666666666,0.008333333333333333,0.041666666666666664,0.025,0.008333333333333333,0.025,0.05,0.016666666666666666,0.03333333333333333,0.004166666666666667,0.025,0.004166666666666667,0.029166666666666667,0.6791666666666667,8
0.04583333333333333,0.0625,0.05416666666666667,0.0375,0.029166666666666667,0.05416666666666667,0.008333333333333333,0.025,0.008333333333333333,0.05,0.004166666666666667,0.0375,0.03333333333333333,0.004166666666666667,0.004166666666666667,0.03333333333333333,0.5083333333333333,9
0.0125,0.0375,0.020833333333333332,0.029166666666666667,0.016666666666666666,0.03333333333333333,0.029166666666666667,0.0125,0.03333333333333333,0.020833333333333332,0.025,0.03333333333333333,0.008333333333333333,0.03333333333333333,0.025,0.029166666666666667,0.5999999999999999,10
0.025,0.05416666666666667,0.016666666666666666,0.029166666666666667,0.016666666666666666,0.025,0.029166666666666667,0.025,0.0125,0.041666666666666664,0.029166666666666667,0.0375,0.020833333333333332,0.0375,0.020833333333333332,0.03333333333333333,0.5458333333333334,11
0.016666666666666666,0.0375,0.025,0.029166666666666667,0.025,0.029166666666666667,0.03333333333333333,0.025,0.008333333333333333,0.025,0.020833333333333332,0.04583333333333333,0.016666666666666666,0.03333333333333333,0.029166666666666667,0.03333333333333333,0.5666666666666667,4
0.025,0.0375,0.03333333333333333,0.025,0.0375,0.029166666666666667,0.03333333333333333,0.025,0.020833333333333332,0.029166666666666667,0.020833333333333332,0.03333333333333333,0.03333333333333333,0.0375,0.03333333333333333,0.025,0.5208333333333334,9
0.020833333333333332,0.0375,0.020833333333333332,0.029166666666666667,0.025,0.025,0.04583333333333333,0.029166666666666667,0.0125,0.029166666666666667,0.0125,0.0375,0.008333333333333333,0.029166666666666667,0.020833333333333332,0.04583333333333333,0.5708333333333333,12
0.025,0.0375,0.020833333333333332,0.016666666666666666,0.0125,0.041666666666666664,0.025,0.0125,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.029166666666666667,0.0125,0.0375,0.025,0.0375,0.5833333333333334,13
0.0125,0.016666666666666666,0.016666666666666666,0.0125,0.008333333333333333,0.03333333333333333,0.029166666666666667,0.029166666666666667,0.020833333333333332,0.029166666666666667,0.025,0.03333333333333333,0.008333333333333333,0.03333333333333333,0.0125,0.03333333333333333,0.6458333333333333,11
0.029166666666666667,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.008333333333333333,0.025,0.03333333333333333,0.025,0.03333333333333333,0.04583333333333333,0.029166666666666667,0.04583333333333333,0.008333333333333333,0.03333333333333333,0.020833333333333332,0.0375,0.5416666666666667,14
0.025,0.04583333333333333,0.025,0.03333333333333333,0.020833333333333332,0.025,0.04583333333333333,0.020833333333333332,0.025,0.04583333333333333,0.0375,0.016666666666666666,0.0125,0.05,0.008333333333333333,0.016666666666666666,0.5458333333333334,0
0.008333333333333333,0.008333333333333333,0.0125,0.0125,0.004166666666666667,0.041666666666666664,0.025,0.0125,0.025,0.05,0.016666666666666666,0.0375,0.0,0.029166666666666667,0.004166666666666667,0.029166666666666667,0.6833333333333333,8
0.004166666666666667,0.0125,0.008333333333333333,0.008333333333333333,0.004166666666666667,0.03333333333333333,0.03333333333333333,0.008333333333333333,0.020833333333333332,0.058333333333333334,0.020833333333333332,0.03333333333333333,0.0,0.029166666666666667,0.0,0.029166666666666667,0.6958333333333333,8
