Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor,Weekend_False,Weekend_True,Revenue
1.999432773432103e-10,1.999432773432103e-10,1.999432773432103e-10,1.999432773432103e-10,0.0002836076855364834,1.999432773432103e-10,0.19994327754315358,0.19994327754315358,1.999432773432103e-10,1.999432773432103e-10,1.999432773432103e-10,1.999432773432103e-10,1.999432773432103e-10,1.999432773432103e-10,1.999432773432103e-10,1.999432773432103e-10,0.19994327754315358,1.999432773432103e-10,1.999432773432103e-10,1.999432773432103e-10,1.999432773432103e-10,1.999432773432103e-10,1.999432773432103e-10,1.999432773432103e-10,1.999432773432103e-10,1.999432773432103e-10,0.19994327754315358,0.19994327754315358,1.999432773432103e-10,False
2.6436427397074177e-10,2.6436427397074177e-10,2.6436427397074177e-10,2.6436427397074177e-10,0.0007499698359124775,0.00026447395510930625,2.6436427397074177e-10,0.13218213724973515,2.6436427397074177e-10,2.6436427397074177e-10,0.03776632511732738,0.022030356428592753,2.6436427397074177e-10,0.013913909420719102,2.6436427397074177e-10,2.6436427397074177e-10,0.26436427423510606,2.6436427397074177e-10,2.6436427397074177e-10,2.6436427397074177e-10,2.6436427397074177e-10,2.6436427397074177e-10,2.6436427397074177e-10,2.6436427397074177e-10,2.6436427397074177e-10,2.6436427397074177e-10,0.26436427423510606,0.26436427423510606,2.6436427397074177e-10,False
1.530162629597023e-10,1.530162629597023e-10,1.530162629597023e-10,1.530162629597023e-10,0.00021704449763995415,1.530162629597023e-10,0.15301626311271857,0.15301626311271857,1.530162629597023e-10,1.530162629597023e-10,0.06557839856431724,1.530162629597023e-10,0.15301626311271857,0.016106975201405978,1.530162629597023e-10,1.530162629597023e-10,0.15301626311271857,1.530162629597023e-10,1.530162629597023e-10,1.530162629597023e-10,1.530162629597023e-10,1.530162629597023e-10,1.530162629597023e-10,1.530162629597023e-10,1.530162629597023e-10,1.530162629597023e-10,0.15301626311271857,0.15301626311271857,1.530162629597023e-10,False
2.1716370978190774e-10,2.1716370978190774e-10,2.1716370978190774e-10,2.1716370978190774e-10,0.0006160674789563559,9.052450118391587e-06,0.054290927662640646,0.15201459706449913,2.1716370978190774e-10,2.1716370978190774e-10,0.06204677444056592,0.018096976032322687,0.027145463939902175,0.03428900702483335,2.1716370978190774e-10,2.1716370978190774e-10,0.21716370999907145,2.1716370978190774e-10,2.1716370978190774e-10,2.1716370978190774e-10,2.1716370978190774e-10,2.1716370978190774e-10,2.1716370978190774e-10,2.1716370978190774e-10,2.1716370978190774e-10,2.1716370978190774e-10,0.21716370999907145,0.21716370999907145,2.1716370978190774e-10,False
2.509870781588977e-10,2.509870781588977e-10,2.509870781588977e-10,2.509870781588977e-10,0.0035601006504040666,0.0024618686311347047,0.025098708066876845,0.0627467697907115,2.509870781588977e-10,2.509870781588977e-10,0.07171059401067213,0.041831179944136695,2.509870781588977e-10,0.03962953890765513,2.509870781588977e-10,2.509870781588977e-10,0.25098707840988477,2.509870781588977e-10,2.509870781588977e-10,2.509870781588977e-10,2.509870781588977e-10,2.509870781588977e-10,2.509870781588977e-10,2.509870781588977e-10,2.509870781588977e-10,2.509870781588977e-10,0.25098707840988477,2.509870781588977e-10,0.25098707840988477,False
2.806963145561851e-10,2.806963145561851e-10,2.806963145561851e-10,2.806963145561851e-10,0.0075648654956856996,0.0006766560044533828,0.022160236083599846,0.034471478196324026,2.806963145561851e-10,2.806963145561851e-10,0.04009947378872275,0.023391359827045072,2.806963145561851e-10,0.029546980760294744,2.806963145561851e-10,2.806963145561851e-10,0.2806963148368814,2.806963145561851e-10,2.806963145561851e-10,2.806963145561851e-10,2.806963145561851e-10,2.806963145561851e-10,2.806963145561851e-10,2.806963145561851e-10,2.806963145561851e-10,2.806963145561851e-10,0.2806963148368814,0.2806963148368814,2.806963145561851e-10,False
1.6261382153811172e-10,1.6261382153811172e-10,1.6261382153811172e-10,1.6261382153811172e-10,0.00023065806550476016,1.6261382153811172e-10,0.16261382170072555,0.16261382170072555,1.6261382153811172e-10,0.06504552877785852,0.02323054609662978,0.040653455547141754,0.040653455547141754,0.017117244535046632,1.6261382153811172e-10,1.6261382153811172e-10,0.16261382170072555,1.6261382153811172e-10,1.6261382153811172e-10,1.6261382153811172e-10,1.6261382153811172e-10,1.6261382153811172e-10,1.6261382153811172e-10,1.6261382153811172e-10,1.6261382153811172e-10,1.6261382153811172e-10,0.16261382170072555,0.16261382170072555,1.6261382153811172e-10,False
0.006947618762095355,1.8758570151176066e-10,1.8758570151176066e-10,1.8758570151176066e-10,1.8758570151176066e-10,1.8758570151176066e-10,0.18758570169934635,0.18758570169934635,1.8758570151176066e-10,1.8758570151176066e-10,1.8758570151176066e-10,0.01563214198023242,1.8758570151176066e-10,0.03949172682164057,1.8758570151176066e-10,1.8758570151176066e-10,0.18758570169934635,1.8758570151176066e-10,1.8758570151176066e-10,1.8758570151176066e-10,1.8758570151176066e-10,1.8758570151176066e-10,1.8758570151176066e-10,1.8758570151176066e-10,1.8758570151176066e-10,1.8758570151176066e-10,0.18758570169934635,1.8758570151176066e-10,0.18758570169934635,False
2.1008981961084042e-10,2.1008981961084042e-10,2.1008981961084042e-10,2.1008981961084042e-10,0.0005959996983475229,0.00012150865693841038,2.1008981961084042e-10,0.10504491001551002,2.1008981961084042e-10,0.16807185589876214,0.03001283158306702,0.017507485177659852,0.02626122766144487,0.022114718063862494,2.1008981961084042e-10,2.1008981961084042e-10,0.21008981982093025,2.1008981961084042e-10,2.1008981961084042e-10,2.1008981961084042e-10,2.1008981961084042e-10,2.1008981961084042e-10,2.1008981961084042e-10,2.1008981961084042e-10,2.1008981961084042e-10,2.1008981961084042e-10,0.21008981982093025,0.21008981982093025,2.1008981961084042e-10,False
2.5173754270483294e-10,2.5173754270483294e-10,2.5173754270483294e-10,2.5173754270483294e-10,0.0010712238377155552,0.0029040502405475255,2.5173754270483294e-10,0.027970838050343932,2.5173754270483294e-10,0.10069501733367073,0.03596250635242796,0.06293438592794579,2.5173754270483294e-10,0.013249344604623485,2.5173754270483294e-10,2.5173754270483294e-10,0.25173754295657047,2.5173754270483294e-10,2.5173754270483294e-10,2.5173754270483294e-10,2.5173754270483294e-10,2.5173754270483294e-10,2.5173754270483294e-10,2.5173754270483294e-10,2.5173754270483294e-10,2.5173754270483294e-10,0.25173754295657047,0.25173754295657047,2.5173754270483294e-10,False
