vconst_corr,vconst_2,vconst_3,vconst_4,vconst_5,vconst_6,vconst_7,ah_corr,ah_bolus,slm_corr,efficiency_factor,tidal_mix_max,vertical_decay_scale,convect_corr,bckgrnd_vdc1,bckgrnd_vdc_ban,bckgrnd_vdc_eq,bckgrnd_vdc_psim,outcome
0.08413619157915161,0.09090069614045139,0.024704505281456905,0.029179803954933414,0.01663679252327649,0.07222042337604592,0.04170711588282623,0.05565571622660338,0.04639150761143704,0.02390631526546906,0.010164447924621631,0.08523755905488081,0.09787018399329886,0.04377981229765205,0.03007299360400091,0.0842212099306086,0.07805209231350786,0.08516263303977784,0
0.055366929252734606,0.04174906339310888,0.03280887266332658,0.02796822705375572,0.07707309560488616,0.08560249004732454,0.040403151171938205,0.0757139073295552,0.026952234073653655,0.056281482463305096,0.08910253004991449,0.08366989654153144,0.07735253338314198,0.07889010506309392,0.031641136660228775,0.03259532305956547,0.040050846013640284,0.046778176175295005,1
0.09628971936382652,0.03592272044622128,0.0499316729401597,0.04872259162792536,0.05972083131854513,0.05855278549305192,0.07193313078621012,0.018901343082731094,0.07883190611909037,0.06548747820795607,0.07748063253523241,0.06221052275665771,0.06942589042614421,0.08918875741779848,0.030392889218850208,0.024174617040794325,0.027551735607356555,0.035280775611448476,1
0.08475373210508659,0.011076148577194226,0.021289910333267607,0.045588058792912604,0.08028533637330468,0.053189840114832125,0.00010169218685265706,0.04243683162119385,0.0007378868898881715,0.050878632958425096,0.06462286561933342,0.08250157691351151,0.03922428354025153,0.0986824382282732,0.1058172169004882,0.09168962094630996,0.07566161907429671,0.05146230882457797,1
0.05381574306639726,0.06792614352262091,0.008053584569828588,0.0843134188416435,0.11198822012788576,0.0586062738186231,0.02495261379853779,0.06464857605622397,0.047344192571870704,0.0729620462987681,0.09851274279200825,0.04135467700932969,0.08627094063373232,0.06902486811629512,0.005679210240861866,0.04994914236806254,0.03710181965715737,0.017495786510153075,1
0.004694069834643855,0.07199335886402446,0.03468675502651924,0.09326670425849894,0.025451062253356322,0.11146803239894262,0.06965574340925482,0.07423768324697944,0.08459422204730935,0.050358521707178416,0.004072035947266932,0.07059271499714481,0.0018582018318170353,0.10670289766523704,0.03766481667947959,0.1094908113523902,0.015482640459589487,0.03372972802036748,1
0.021308539783091072,0.07268634798359204,0.02025075685154092,0.08681491284712682,0.018516073967836586,0.10583677329832632,0.05346381316945497,0.08791015046347796,0.006157739047503035,0.07657042422499352,0.03505158696913943,0.12737045100957134,0.09266928546668358,0.06175520731274602,0.08444204888362986,0.001377672345032597,0.019507741310447278,0.02831047506580661,1
0.03980515108647836,0.08620508786826879,0.08944014602317821,0.08802776814797621,0.03823545753607442,0.0008623931260736726,0.08111231907644685,0.06561192848737214,0.037992687995241504,0.08499263613262809,0.050045657650172506,0.06669463352191335,0.08514875775502838,0.0393150680191444,0.04610498915950773,0.08902425158378177,0.002514028335030408,0.008867038495683259,1
0.023271225802740072,0.04920422522292507,0.1383062829712386,0.04000809088389723,0.07878493653307135,0.056390949372373066,0.05288463061374092,0.0670348620092519,0.008003788230638293,0.03284889346772316,0.04054939047954241,0.05477397859589668,0.03557434594314937,0.06807710578243162,0.007410483973180923,0.12079023121775223,0.058016993255619945,0.06806958564482729,1
0.07706093179367918,0.04854895859252715,0.09473387910297668,0.0190547257612583,0.10133962571141004,0.11162895161428954,0.06402730682849812,0.05011315035896859,0.04891067596794363,0.1111182618736685,0.038191842910737156,0.07842860841983228,0.04397769115101827,0.011517648334049255,0.025008373449860042,0.02616929341491084,0.0008308928623365291,0.04933918185203601,1
0.056549802770659026,0.028037573228032645,0.04057469596370506,0.03154056235292802,0.0438607990225092,0.07971007227106536,0.04751331237297613,0.015272767016410534,0.09328536325405308,0.04708819873831847,0.008036333866453471,0.09354815914146027,0.08895955911756627,0.028136676137340336,0.07709183242840573,0.08364101779126931,0.052359733581437,0.08479354094541028,1
0.0820669378568247,0.03945426933166693,0.084120878643281,0.016000088163345038,0.07361194756712566,0.044381183543427793,0.06326974560442761,0.08435240124698472,0.07719667332420262,0.007615906620095689,0.04838849308318323,0.006692751443605841,0.08837086065282596,0.09296730210949748,0.06777383125245796,0.026596660998400506,0.019606871857981406,0.07753319670066582,1
0.0920009450534012,0.09355574195133029,0.08219459123803512,0.05889143789918929,0.05890966443137235,0.033812415481858885,0.07978742268248945,0.00908425895966571,0.02191039221825529,0.0913711552857764,0.05519828329967469,0.07509603105732707,0.050806551255107586,0.016561343838492452,0.052093880830175444,0.00772865962972985,0.07016180448478747,0.05083542040333169,0
0.021473342369744044,0.0014542552570323702,0.07776679452765288,0.0647215053555932,0.0316611986994296,0.04581842561896826,0.006404454424342812,0.06468883240983757,0.04613884947071536,0.10640177857523513,0.043212688841195966,0.11831037797150086,0.07454585996715907,0.05326507742700193,0.05000192948311454,0.10249553953214878,0.07475452721924501,0.016884562850082614,1
0.044576424614757484,0.022473523963981293,0.10900169997844787,0.09420011265222747,0.06859689068736238,0.027540891018319226,0.08858794756907765,0.04005512566632635,0.01377651226382604,0.05725154267706722,0.045380778537169944,0.09750050877301754,0.05621189751567792,0.0661747436182516,0.0016060414984730973,0.10067901332134441,0.06321626927378056,0.003170076370891949,1
