mcg,gvh,alm,mit,erl,pox,vac,nuc,name
0.2185384434000843,0.22831896065772303,0.13619659536944265,0.05379765542129586,4.1382811544205957e-10,4.1382811544205957e-10,0.2721061585127166,0.09104218581108123,MIT
0.14166466832503366,0.24455473964562993,0.13465988846293767,0.1063813119684618,3.9400485768317383e-10,3.9400485768317383e-10,0.2860583217256242,0.08668106908430309,MIT
0.22823462144149548,0.21586015705967831,0.1358396649825258,0.05748928700830752,3.8326191083363744e-10,3.8326191083363744e-10,0.27825864797480687,0.08431762076666215,MIT
0.21733579179619267,0.14664452191564148,0.18754211611216817,0.05350159841836579,4.115507538985772e-10,4.115507538985772e-10,0.30443480466529277,0.09054116626923774,NUC
0.14136472662788593,0.14461449044908206,0.13870944798100412,0.21916092757459146,4.0585356883099613e-10,4.0585356883099613e-10,0.2668626210070565,0.08928778554867271,MIT
0.15679187922363771,0.10826749602015107,0.1545590834801678,0.05930652853324587,3.488619304963761e-10,0.21015778980451016,0.2341675975313609,0.07674962505806467,CYT
0.15390280419678526,0.165514686832938,0.12003519595034015,0.22828915938881128,3.512140908270726e-10,3.512140908270726e-10,0.25499105259552707,0.07726710033317007,MIT
0.15995290454658254,0.14151782301690277,0.1850703807731581,0.07695031644098378,3.84751580281161e-10,3.84751580281161e-10,0.3056930367725233,0.13081553768034632,NUC
0.18039699380850835,0.15518477032566252,0.20785096663119873,0.1313618110451986,3.6489391855640187e-10,3.6489391855640187e-10,0.2449287950123417,0.08027666244730233,MIT
0.13790037905211755,0.1264770024633576,0.20892719999585785,0.0634817264472079,4.2321150682664264e-10,4.2321150682664264e-10,0.33625023872383164,0.1269634524712043,CYT
0.1575490450782753,0.13095132561676553,0.1830385859239231,0.09201848932328702,4.3818328040525596e-10,4.3818328040525596e-10,0.31813306703378,0.1183094861476024,NUC
0.15094772447256402,0.11954925462236377,0.20845455441481456,0.08667320972038939,4.3336604643511673e-10,4.3336604643511673e-10,0.30869910200358613,0.1256761538995499,NUC
0.1334928698375228,0.136561671433565,0.1866919051005589,0.14338975498475903,4.0968501307164004e-10,4.0968501307164004e-10,0.29744254414662913,0.10242125367759503,CYT
0.2070295585913322,0.11669998357832355,0.14755736310297976,0.17297530881142797,3.7603327920737974e-10,3.7603327920737974e-10,0.2730104633622131,0.08272732180165682,MIT
0.2527856007264118,0.19747389256919665,0.12426928516805841,0.07772008225208099,4.0905306233172597e-10,4.0905306233172597e-10,0.25775946434411323,0.08999167412203277,MIT
0.1823243343970844,0.16519961863190558,0.181928693889453,0.0509987212981553,4.6362473485936885e-10,4.6362473485936885e-10,0.3175511887234664,0.10199744213268587,CYT
0.1796422303998448,0.13272417672686063,0.1630297457028136,0.048852706868187455,4.441155129461086e-10,4.441155129461086e-10,0.29810493379150343,0.17764620562255898,CYT
0.21955752378640883,0.16248008496444694,0.17367100664780794,0.04573336539019771,4.157578634039986e-10,4.157578634039986e-10,0.2904609734788254,0.10809704490079752,NUC
0.1981744752922927,0.10916242116431342,0.1946367939822626,0.09497130647174443,4.52244314378572e-10,4.52244314378572e-10,0.3035612525693679,0.09949374961553015,NUC
0.2098343821557886,0.20177867140690547,0.16074907360722407,0.07843609228372272,3.735051995724644e-10,3.735051995724644e-10,0.2558254795327274,0.09337630026662132,NUC
0.17982712049817406,0.14608673793724275,0.17279739317022086,0.07531582956457362,4.707239318365606e-10,4.707239318365606e-10,0.3224136524135736,0.10355926547476726,CYT
0.16370928607606774,0.16223919550835264,0.15561448358295302,0.10016961959451363,4.553164506327145e-10,4.553164506327145e-10,0.3180977947329663,0.10016961959451363,CYT
0.25532540902493256,0.2106410957558288,0.09742817284152194,0.10995465215973706,3.6651550597740517e-10,3.6651550597740517e-10,0.24601725780340386,0.08063341168154464,CYT
0.1553033279969138,0.19859189918600206,0.16949441528627673,0.056151859804649165,4.3193737979009064e-10,4.3193737979009064e-10,0.3254322728765262,0.09502622398575732,CYT
0.1631808746849455,0.1907796103989192,0.16282677513860913,0.06224184817221701,4.149456517151424e-10,4.149456517151424e-10,0.32968284698314093,0.09128804379227698,CYT
0.16353013786939233,0.1589249788246961,0.14277837042011363,0.18556582389826348,3.638545559498215e-10,3.638545559498215e-10,0.2691526855870101,0.08004800267281528,MIT
0.2090066429441935,0.14254092902770765,0.15697545344696578,0.07363129883822327,3.8753314974047433e-10,3.8753314974047433e-10,0.31321172415038223,0.10463395081746124,CYT
0.20674491762804587,0.15632436809916866,0.19747154902370617,0.07200116505203236,4.0000647028903277e-10,4.0000647028903277e-10,0.27945657553344033,0.08800142386359368,CYT
0.20927400350397207,0.22231893473454523,0.16322149648260018,0.08596332165037487,3.5818050538414327e-10,3.5818050538414327e-10,0.24042253136945468,0.07879971154269201,MIT
0.2339166655269356,0.2601022392453007,0.05728834153739363,0.11767025319979516,3.017185971745553e-10,3.017185971745553e-10,0.2314553625178158,0.09956713736932184,ME1
0.19480475224577246,0.19453818854594626,0.11495711436366217,0.04128005496788268,4.1280054555082134e-10,4.1280054555082134e-10,0.32232371406207194,0.1320961749890634,NUC
0.15147749229219726,0.14721174682909216,0.09385852225102567,0.293222555389238,3.3703741960023063e-10,3.3703741960023063e-10,0.24008144991528385,0.07414823264908815,MIT
0.11330580363590205,0.20606317259018866,0.18910860778754882,0.04481874033062157,3.734894996427673e-10,3.734894996427673e-10,0.27116360970316983,0.1755400652055901,CYT
0.10055255107016023,0.19637692537005794,0.15447371172509097,0.17491573285621406,4.0678077313821693e-10,4.0678077313821693e-10,0.2841893076677268,0.0894917704971885,NUC
0.26993795517957253,0.2514141634608558,0.09531721886612117,0.0932293178892892,3.5857429819505733e-10,3.5857429819505733e-10,0.2112149979255258,0.0788863459614869,ME1
0.25344157735075623,0.22222956047973155,0.11783480227910409,0.12173241495803173,3.5803651352939764e-10,3.5803651352939764e-10,0.20599361088179952,0.078768033334504,EXC
0.24213359575225749,0.19491138523069257,0.10732462367185387,0.10598306588037168,3.53276885090316e-10,3.53276885090316e-10,0.26132810713241467,0.08831922162585588,MIT
0.1382752811499971,0.15608719800922477,0.19338018350813965,0.07638517274245424,4.243620684338454e-10,4.243620684338454e-10,0.3255380255242983,0.11033413821716188,CYT
0.20565265918156214,0.17531692215547195,0.10618879413945911,0.16777829451918316,3.813143048587928e-10,3.813143048587928e-10,0.26117418179144636,0.08388914745024872,MIT
0.19374407805819968,0.17234605648497647,0.15183905740351866,0.12744990886828922,3.748526720395192e-10,3.748526720395192e-10,0.27215331021176387,0.0824675882235469,MIT
0.2903392903202911,0.21781008837998753,0.07850186406456292,0.08268863012963103,3.445359574378961e-10,3.445359574378961e-10,0.25486221543558235,0.0757979109808731,ME2
0.2555936133289038,0.21266172062759234,0.11517889427433399,0.1213217686194556,3.033044207903779e-10,3.033044207903779e-10,0.22851702966591791,0.06672697287718755,ME2
0.2698684204741524,0.17863501272535504,0.08942028847965783,0.09889883902106132,3.532101380994685e-10,3.532101380994685e-10,0.28547120785825997,0.0777062307350932,ME2
0.15642998240390307,0.2187023008849302,0.10573874774998429,0.09281512308170657,4.640756130881548e-10,4.640756130881548e-10,0.324217209607855,0.10209663534346966,ME3
0.13930586632407177,0.12606503468961036,0.21126473860445022,0.0858338455104092,4.768546946308584e-10,4.768546946308584e-10,0.31354829283687113,0.12398222108087789,VAC
0.1849904822938027,0.08110420181693029,0.18359664201425321,0.1528814200779904,3.9200364022047886e-10,3.9200364022047886e-10,0.25238590573943515,0.1450413472735808,NUC
0.21734933803790563,0.21881657494650653,0.14380778996903631,0.14431306058136223,3.070490644134323e-10,3.070490644134323e-10,0.1682460629993407,0.10746717285175036,ME2
0.18679432915469182,0.13074473021716546,0.17167406870223362,0.12687267475830588,4.3749198041659963e-10,4.3749198041659963e-10,0.2876659601634753,0.09624823612914389,EXC
0.24511587961286618,0.17512749226526247,0.13149676499200494,0.09695694814505985,3.462748135670894e-10,3.462748135670894e-10,0.2751224549612225,0.07618045933103447,VAC
0.2043812111480596,0.07418954643011658,0.09655739569473833,0.0938834985994408,5.867718625791808e-10,5.867718625791808e-10,0.4018985365999094,0.12908981035419165,ME3
0.18101546053211554,0.13012419262670596,0.16534768379435802,0.09143726933291076,4.354155661785486e-10,4.354155661785486e-10,0.3101590338776693,0.12191635896540919,CYT
0.12900186621829401,0.17595656834235882,0.11626497313579286,0.053578775326419956,3.827055353122458e-10,3.827055353122458e-10,0.2726121625229354,0.25258565368878777,ME3
0.13865823773644853,0.13767384862730614,0.15620991335334602,0.15607208107717804,3.6295832724237144e-10,3.6295832724237144e-10,0.273461753764745,0.13792416471505947,NUC
0.19712959642202105,0.15684768663256662,0.18260133927422315,0.10526720467104263,3.898785343746818e-10,3.898785343746818e-10,0.2723808942680809,0.08577327795230853,CYT
0.22493841907848805,0.1997176074393005,0.16734730734043787,0.08687715944951135,3.7772677857297647e-10,3.7772677857297647e-10,0.23801961427302695,0.0830998916637816,CYT
0.22999289673858428,0.19088762006535548,0.171107684202224,0.08496718737827863,3.862144863275643e-10,3.862144863275643e-10,0.23807742346485,0.08496718737827863,CYT
0.24456350126709767,0.22289267067787039,0.14026518892771667,0.039574821445839306,3.9574821050091095e-10,3.9574821050091095e-10,0.26563921018403086,0.08706460670594862,CYT
0.1879069302486322,0.14188156018400397,0.1512090126648194,0.13140063205789018,3.981837323021407e-10,3.981837323021407e-10,0.3000014425436322,0.08760042150465468,CYT
0.13682863029629122,0.1866321545694714,0.18269476735178272,0.08569526455041311,4.51027705786239e-10,4.51027705786239e-10,0.3089230866059859,0.09922609572400028,CYT
0.13435577307328309,0.18191172102443304,0.1201998967962134,0.2356363158631148,3.516959933006251e-10,3.516959933006251e-10,0.25052317366173027,0.0773731188778335,MIT
0.1447142568486172,0.10177820231395342,0.15793775100963625,0.209292993787703,4.0248652574080093e-10,4.0248652574080093e-10,0.2977297591696543,0.08854703606546273,MIT
0.1548901181128126,0.11579097702542475,0.17449646211061157,0.09543614220994853,5.302007871097098e-10,5.302007871097098e-10,0.3268361021731725,0.1325501973076282,NUC
0.1597344891900223,0.13249179445427142,0.14590868499301016,0.12295238528122819,3.842262028031312e-10,3.842262028031312e-10,0.2736953777234429,0.16521726758957261,NUC
0.13747526378134187,0.15469917608905606,0.19617778130622812,0.0774902238627053,4.0784328134137913e-10,4.0784328134137913e-10,0.32403986777496635,0.11011768637001565,NUC
0.21579493385414492,0.17968490222808378,0.1300359818081854,0.035731626629468514,4.4664532728528984e-10,4.4664532728528984e-10,0.3181583157731531,0.1205942388136736,CYT
0.22437164520718927,0.15926544661061973,0.12380724228096734,0.08965707806421148,4.0753217116672413e-10,4.0753217116672413e-10,0.28471425697606545,0.11818433004588218,CYT
0.11981639302298112,0.1758624417164073,0.21127777798710312,0.04172736152452185,4.636373451209389e-10,4.636373451209389e-10,0.34931580843146803,0.1020002163902439,CYT
0.17645565660527399,0.20002693096307317,0.18267356032974377,0.05093368712745355,4.2444738919171806e-10,4.2444738919171806e-10,0.29653173807893535,0.09337842604662536,CYT
0.17321768025121076,0.12797755825402174,0.20598530041462926,0.06423489002925367,4.282325973401405e-10,4.282325973401405e-10,0.33437339835135593,0.0942111718430635,CYT
0.23831386707835867,0.25075784238781085,0.09972120965529238,0.11210965220175036,3.0299905918581433e-10,3.0299905918581433e-10,0.23243763474691143,0.06665979332387821,EXC
0.17551791651872745,0.14073058179689155,0.16567017849620544,0.1013260190119756,4.2219174412409947e-10,4.2219174412409947e-10,0.3238731192023228,0.09288218412949362,CYT
0.19852079371862497,0.1641959708051276,0.133238302829468,0.10149903578071266,3.759223533510752e-10,3.759223533510752e-10,0.2935284132664878,0.10901748284773415,CYT
0.2008745526645669,0.15516769933810157,0.10622325238177778,0.22256080535161757,3.6485377866682595e-10,3.6485377866682595e-10,0.23490585786267315,0.08026783167155548,MIT
0.13612844952401731,0.17202438946681356,0.14884931353782518,0.23518191518308876,3.563362345859887e-10,3.563362345859887e-10,0.2294219596103289,0.07839397196525374,MIT
0.16891487025102508,0.1777350555717536,0.20117058499451557,0.09879106857941433,4.295263832603824e-10,4.295263832603824e-10,0.25889261499742805,0.0944958047468105,MIT
0.1655755196061359,0.12926509872492087,0.1718080424814432,0.21328741264405246,3.877952950113767e-10,3.877952950113767e-10,0.22311510162721748,0.09694882414063948,MIT
0.2111798105848368,0.1661803992109747,0.1509822551389763,0.14457694736053547,3.6144236749773274e-10,3.6144236749773274e-10,0.24756326577084833,0.07951732121094357,MIT
0.15521693430565706,0.16692796734178134,0.14347868516229886,0.1912750220389925,3.5421300311996204e-10,3.5421300311996204e-10,0.24746387924624125,0.09563751119660277,MIT
0.21547224274358215,0.18651399266315008,0.1773921921194098,0.1475156124561474,3.687890302183959e-10,3.687890302183959e-10,0.19197237226329644,0.08113358701683612,MIT
0.13762285975475608,0.19358157987296556,0.14535325770998664,0.1875541534206571,3.827635776283541e-10,3.827635776283541e-10,0.251680161015106,0.08420798746100149,MIT
0.15629232819254416,0.13827913974272818,0.16179972120147662,0.18797320545266533,3.7594641015343783e-10,3.7594641015343783e-10,0.2729473940489903,0.08270821060970274,MIT
0.16971188410674823,0.200323046156942,0.12256051362188773,0.1781539624251007,3.872912218213249e-10,3.872912218213249e-10,0.2440465237267562,0.0852040691879827,MIT
0.1498679851425628,0.15714605681863722,0.16461765073611725,0.19007007206760557,3.33456266200262e-10,3.33456266200262e-10,0.2649378556706507,0.0733603788975139,MIT
0.18006308114160102,0.1670673495704686,0.19813829766859511,0.1378948201336255,3.7268870205658595e-10,3.7268870205658595e-10,0.2348449359151949,0.08199151482513761,MIT
0.16699449058828764,0.1494792638733872,0.06383085088384671,0.114122842134274,2.6540195783458615e-10,0.2654019580999881,0.1817821631658034,0.058388430989010906,MIT
0.10872167527427425,0.2944085923162234,5.691899440442649e-10,0.07399469329494437,5.691899440442649e-10,5.691899440442649e-10,0.3976532491480599,0.1252217882589282,ME3
0.1587665290018396,0.1798180842992911,0.08943177921509253,0.0807441207117925,5.046507512946359e-10,5.046507512946359e-10,0.38021631997321204,0.11102316578947065,ME3
0.27084794921937866,0.20077850650820964,0.10613304360497215,0.10131283455711287,3.4935460071640785e-10,3.4935460071640785e-10,0.2440696529046532,0.07685801250696432,EXC
0.16133385158904837,0.1650426757550455,0.17709545146489503,0.11045163697323354,3.681721220168714e-10,3.681721220168714e-10,0.25721614040735624,0.12886024307407712,NUC
0.13461165292924468,0.15103257754421473,0.15165110261820405,0.1584509423634336,3.864657121389461e-10,3.864657121389461e-10,0.280584695501043,0.12366902827092846,CYT
0.10529127569011916,0.14217952938678358,0.194535627526971,0.17242499283114313,3.748369401224047e-10,3.748369401224047e-10,0.26187238320007855,0.1236961906152305,CYT
0.1777794823210999,0.12990454795899603,0.1487818163815218,0.09945492202337206,4.5206782532411015e-10,4.5206782532411015e-10,0.32202091712129693,0.12205831328957757,MIT
0.14994129611000676,0.1692559695488489,0.20387042208795084,0.0920329336521367,4.601646659598602e-10,4.601646659598602e-10,0.2836631507093935,0.1012362269713339,CYT
0.09775607452908701,0.1363681915849993,0.2152546009186903,0.0632748411074104,3.9546775444964154e-10,3.9546775444964154e-10,0.2817030583595959,0.20564323270928134,NUC
