ip_mean,ip_std,ip_kurtosis,ip_skewness,dm_mean,dm_std,dm_kurtosis,dm_skewness,class
0.3994941528458775,0.23132408360216827,0.09140423197893524,0.008654654391305881,0.007411336546973456,0.06295868542299687,0.16336930124645346,0.035383553965289215,0
0.29018891321433254,0.25839124640852557,0.13197680165617792,0.010241146267748637,0.0036776043607521427,0.040658066514960546,0.20407144831643728,0.06079477326106549,0
0.35290094482752715,0.13351688516050997,0.14997697001470958,0.027587230074586078,0.008837015228345341,0.09439815331916722,0.1957458706287317,0.03703693074642306,0
0.39006116569632565,0.2436774219383859,0.10114161188329042,0.009201212369428426,0.008552001195042312,0.07322467136638104,0.14821985916410785,0.025922056387038442,0
0.26596145321922027,0.12873848192468695,0.14922950092315176,0.02499402895869824,0.0025928416000122944,0.023779298630970076,0.27685188678370704,0.12785250795955344,0
0.2949741362775967,0.18602645924807665,0.15201945982706164,0.01984118279950932,0.004003696710941499,0.043621893054003116,0.2293167628609142,0.07019640922189689,0
0.2807548863137049,0.14958047597308127,0.08848955962341268,0.011088217391196632,0.0016248215704631167,0.008529573765766452,0.2736222833150073,0.1863101820473678,0
0.3794767497559036,0.11589311701332174,0.09828216292419999,0.017760784101885436,0.0025689825856078687,0.03861912038515369,0.2518955951074992,0.09550348812642855,0
0.32430602564143823,0.22478946498944027,0.13983940715438742,0.016767105003782173,0.005669784283902453,0.0411551538275351,0.19242968188261111,0.05504337721690324,0
0.35324460331694735,0.12941906989755705,0.15316880509221362,0.02749901648603908,0.011268466048050155,0.11091969660348616,0.18189502156195153,0.03258532099375501,0
0.42823105269614553,0.16274247930483876,0.09182746193666559,0.01743557806805055,0.013581014834811753,0.12301115177583098,0.1435818384172008,0.019589422966456087,0
0.38577461529995755,0.1473574957469592,0.10205214883657582,0.01543006586808298,0.0035949685033036145,0.025391477954124542,0.22677738333992273,0.09362184445107359,0
0.3836985561067511,0.18584808626601268,0.09713739896938885,0.013589630325156431,0.026069498822984094,0.18256741706513654,0.1035955974464161,0.007493814998154237,0
0.3546441227775116,0.1655274795767496,0.13077608404376187,0.020738135087658705,0.00694349306739859,0.090092637222385,0.18945378321498213,0.04182426500955263,0
0.3964495830840105,0.2022491901132361,0.10374463586788144,0.014718565006737936,0.015335033739412902,0.13114001693030347,0.12317485874985376,0.01318811650856397,0
0.34974980545945944,0.22099019087653596,0.10780959598203964,0.012950285977024297,0.0068095635955722975,0.05723886443064014,0.19471324503076307,0.049738448647965255,0
0.31116166282612207,0.18340870089721661,0.11334806555000668,0.012296544447179803,0.0032488223467614223,0.025491955535985697,0.24526266826738935,0.10578158012933832,0
0.3098163897865047,0.22193344808018137,0.13898205023802854,0.015514243289700497,0.00717051026559227,0.08411833194016885,0.1849152535790609,0.03754977282076294,0
0.38292355825286384,0.1997120329776476,0.10103345952569513,0.011941107047540337,0.02246034611851184,0.1633585421040953,0.10906668367505,0.009504270298596065,0
0.25649500937372105,0.11626326996822132,0.17628135161594746,0.0435701070139242,0.06274480917888767,0.2695303727501792,0.07269393144346797,0.002421148655650824,1
0.31149880993269063,0.22426155428067884,0.15405744095628945,0.015458485639486779,0.010065694113528732,0.0928934012992585,0.1639301860117948,0.02783442776627226,0
0.36035038020112986,0.1494280083215557,0.13713444157704122,0.02041880413908553,0.010107071371635239,0.08756561665528473,0.19507047989472914,0.039925197839538545,0
0.3088580212501302,0.14966148492718426,0.14187572138157897,0.023790619974781855,0.004649279340854201,0.030265532217283415,0.24465731733092583,0.09624202357726126,0
0.3611124394995331,0.23807227151200708,0.1297482589233198,0.01199861088006444,0.01572914825572817,0.10185970876331607,0.12754041239279676,0.013939149773234587,0
0.3089651072295312,0.2443600038185198,0.12974130676701956,0.012492844988508115,0.005701851138860137,0.061160373279863275,0.19015759658251488,0.04742091619518294,0
0.3335032598523837,0.20102515938380852,0.1262946618234839,0.013864608551017761,0.021068213537560082,0.17176780220582297,0.12111743152933901,0.011358863116584047,0
0.3726473439605551,0.20808129515275617,0.11299623944299067,0.014423375245541922,0.0060694417671552925,0.04465794459847439,0.1862208441103518,0.05490351572217461,0
0.3584468858024282,0.22377720184829628,0.11100830789573564,0.011226682013264329,0.005682806933766986,0.0520851140464755,0.18998935041189713,0.04778365104813586,0
0.35677251364963086,0.20178976620342826,0.11732284523750243,0.013114302335270668,0.004817267107903031,0.052504863967254144,0.19917488422191174,0.05450355727709889,0
0.29627185939581574,0.19251440442644224,0.12108905867113602,0.01623871700140125,0.0032685266036266676,0.04779815538670936,0.23952333054848726,0.08329594796638137,0
0.32053568500213186,0.1283563070732827,0.11376878381796275,0.020329700975508104,0.002049752908958157,0.03144188391815165,0.2713021240926509,0.11221576221135392,0
0.2427731320595112,0.12468970910426946,0.11396007646722847,0.017744237090134476,0.00087749306514782,0.00966260711843078,0.29732909186372847,0.19296365323154932,0
0.371881332054362,0.20990599626078194,0.10413381022047445,0.012845822298871367,0.0049808539701988435,0.030872478412017595,0.19718892697450197,0.06819077980879193,0
0.4055786332154625,0.21866983149584532,0.0785729750243553,0.013254814440799147,0.010489779424764275,0.10615099516537996,0.14494494501050662,0.022338026222886893,0
0.3574822445265027,0.17887570347167234,0.11955724299475613,0.015052468045737986,0.00502881369093764,0.0739156262949405,0.2007105557656895,0.0493773452097632,0
0.3048652402658794,0.193015153314423,0.13003466163052216,0.0134207608290628,0.004456606269177404,0.036959596961719826,0.23113219058459786,0.08611579014461745,0
0.41111191618144416,0.21079997523289978,0.09487202009166287,0.01162840197941531,0.0060065926563696425,0.05084467406039222,0.1720481807699787,0.042688239027837444,0
0.37305044985422076,0.09338571356944064,0.1506006074020482,0.03524397711453376,0.011260231895300815,0.10793709086312273,0.19259993323516167,0.03592199606617148,0
0.3152277229405155,0.09790745895861379,0.13760540861736273,0.027023915012238664,0.0024836004562370953,0.02595903348162417,0.2706258734184267,0.12316698711498136,0
0.37419524560226736,0.1768188757417551,0.10985987103496671,0.017073050115586182,0.005873285914406135,0.04398786920805051,0.20964999495636938,0.06254180742659876,0
0.40696508365637946,0.1869821675647855,0.10582457914474429,0.013248031198339772,0.005726397205990943,0.06072849916195839,0.1796683409348552,0.0408569011329464,0
0.37404813208834364,0.1930705766911075,0.13288524335322086,0.016026841057982757,0.00962300625641182,0.07094239004193584,0.1709279754917132,0.03247583501928422,0
0.3373800073661674,0.15421011135726626,0.11923273872661144,0.017381689048421706,0.0028191635313273566,0.030362121238720147,0.23982058711763252,0.0987935816138531,1
0.3591220010352979,0.22078630374435607,0.12067551606122284,0.012483976936800664,0.004928293524927175,0.05154749260733939,0.18540518985204407,0.045051226238011895,0
0.33266299412963946,0.18568525674491215,0.10549368101083893,0.010471001336414536,0.002179973201111231,0.025418556269599896,0.23769772463175223,0.10039081267573155,0
0.33033094819294867,0.1903913870798848,0.14201757223033742,0.018059840640001303,0.004820912205096627,0.03787069624951485,0.21027888419682833,0.06622975920538797,0
0.31818413360248543,0.14588815444977182,0.13591596111331355,0.02390275040374845,0.003703628681189456,0.0566033817690478,0.23943584044504373,0.07636614953539966,0
0.3085904922843932,0.15712873360864127,0.13230996339677367,0.01965764804678384,0.002537281216421312,0.027865264913468614,0.2502967613956512,0.10161385513786671,0
0.3655013847794988,0.21452978651512064,0.10891340582965912,0.011096841114198144,0.011829704641197538,0.12440755295489485,0.14356610334818612,0.020155220817244926,0
0.35149466652732486,0.20364492686663027,0.1229299630041245,0.013856454663288525,0.005991446926414402,0.04161591208346063,0.20137584815290857,0.05909078177584819,0
0.3562765682424994,0.18955952537994303,0.08768418163264621,0.01035991481674873,0.002080638094262606,0.029492848610817378,0.23300763389714302,0.09153868932593964,0
0.34143613192327477,0.1763513831254656,0.15117316136737297,0.024535385328038298,0.011713689847462279,0.10322202605937528,0.16537874876622904,0.026189473582781536,0
0.3123187403076428,0.1752174722718859,0.14826842790665712,0.023750859205399856,0.007247137986495327,0.06707545182317044,0.21160948032203308,0.054512430176715525,0
0.28433483361245476,0.14373202290622938,0.09861964975718956,0.016317686352341633,0.0012147344139176054,0.009833439534964803,0.2720137947383892,0.17393383868451306,0
0.3123362059211332,0.1643641765136988,0.08124643258089866,0.008385705672032225,0.0012758987658104473,0.009997705657940975,0.25982414943133614,0.1625697254571495,0
0.3436699466588916,0.24581930672181398,0.12366470718122242,0.011908753576018337,0.00757632438711867,0.07156838135215303,0.16562218850769292,0.0301703916150891,0
0.31907844704085686,0.21914094369840578,0.13579587097499504,0.015441623299199474,0.00543211163896624,0.0494757585609924,0.19878857106877293,0.05684667371781117,0
0.3113295975988438,0.17767037745978165,0.11413657076601039,0.01601754952569818,0.0020913773449224714,0.03182708804691323,0.24828576172431197,0.09864167753351842,0
0.4089761801301632,0.19484531334475283,0.11966244324845421,0.011634456541889921,0.006562914816778856,0.04818149438765783,0.16897757937917202,0.04115961815113117,0
0.3624675158470326,0.17614646892838381,0.10005515152436413,0.010508286260605283,0.0031153980877778697,0.027307876809497526,0.226247243754336,0.09415205878800288,0
0.30435998927508734,0.11451905332723665,0.17976307685781215,0.046556205898017705,0.012523112547013724,0.11170186971105478,0.19661331428777706,0.03396337809600073,0
0.0474672952533375,0.021252489645555546,0.3105258234702444,0.22659786756037528,0.13193446128979505,0.21393896278712624,0.047247098586466356,0.0010360014070996688,1
0.35273412685045036,0.185984473383943,0.09892527611511301,0.010335905533695134,0.04667960282219263,0.22275667266319174,0.07893796722944892,0.0036459754019651375,0
0.3380335731202465,0.1929944666331394,0.13707727066517145,0.018208835315948902,0.005299879864847582,0.057579438729733555,0.1996263322430286,0.05118020342788393,0
0.33909513284367754,0.20050269565536477,0.10587739158944018,0.009007831608773328,0.0021956417006060895,0.03341503472105257,0.22733672115871817,0.08256955072236728,0
0.3242649321945216,0.16820877160292455,0.11170615161886563,0.012731060261584513,0.0020575789392437128,0.03632347877089172,0.24915478830038987,0.09555323831157847,0
