mcg,gvh,alm,mit,erl,pox,vac,nuc,Adjusted_p,name
0.06601123595505617,0.06896551724137931,0.04113924050632911,0.01625,0.0,0.0,0.0821917808219178,0.0275,0.6979422254753176,0
0.0449438202247191,0.07758620689655173,0.04272151898734177,0.03375,0.0,0.0,0.09075342465753425,0.0275,0.682745029233853,0
0.07443820224719101,0.07040229885057471,0.04430379746835443,0.01875,0.0,0.0,0.09075342465753425,0.0275,0.6738522767763455,0
0.06601123595505617,0.04454022988505747,0.056962025316455694,0.01625,0.0,0.0,0.09246575342465754,0.0275,0.696270755418773,1
0.04353932584269663,0.04454022988505747,0.04272151898734177,0.0675,0.0,0.0,0.0821917808219178,0.0275,0.6920071444629863,0
0.05617977528089888,0.03879310344827586,0.05537974683544305,0.02125,0.0,0.07530120481927711,0.0839041095890411,0.0275,0.6416920600270639,2
0.054775280898876406,0.0589080459770115,0.04272151898734177,0.08125,0.0,0.0,0.09075342465753425,0.0275,0.6440917294792361,0
0.05196629213483146,0.04597701149425287,0.060126582278481014,0.025,0.0,0.0,0.09931506849315068,0.0425,0.675115045599284,1
0.06179775280898877,0.05316091954022988,0.07120253164556962,0.045,0.0,0.0,0.0839041095890411,0.0275,0.6574346864161706,0
0.04073033707865169,0.03735632183908046,0.061708860759493674,0.01875,0.0,0.0,0.09931506849315068,0.0375,0.7046394118296235,2
0.0449438202247191,0.03735632183908046,0.05221518987341773,0.02625,0.0,0.0,0.09075342465753425,0.03375,0.7147312434052484,1
0.04353932584269663,0.034482758620689655,0.060126582278481014,0.025,0.0,0.0,0.08904109589041097,0.03625,0.7115602373677217,1
0.04073033707865169,0.041666666666666664,0.056962025316455694,0.04375,0.0,0.0,0.09075342465753425,0.03125,0.6948875462806917,2
0.06882022471910113,0.03879310344827586,0.04905063291139241,0.0575,0.0,0.0,0.09075342465753425,0.0275,0.6675826142636963,0
0.07724719101123596,0.0603448275862069,0.0379746835443038,0.02375,0.0,0.0,0.07876712328767124,0.0275,0.6944161745705821,0
0.04915730337078652,0.04454022988505747,0.04905063291139241,0.01375,0.0,0.0,0.08561643835616438,0.0275,0.7303853954765992,2
0.05056179775280899,0.03735632183908046,0.04588607594936709,0.01375,0.0,0.0,0.0839041095890411,0.05,0.7185416948697023,2
0.06601123595505617,0.048850574712643674,0.05221518987341773,0.01375,0.0,0.0,0.08732876712328767,0.0325,0.6993442323355947,1
0.054775280898876406,0.03017241379310345,0.05379746835443039,0.02625,0.0,0.0,0.0839041095890411,0.0275,0.7236007273645486,1
0.0702247191011236,0.06752873563218391,0.05379746835443039,0.02625,0.0,0.0,0.08561643835616438,0.03125,0.6653326385560977,1
0.04775280898876405,0.03879310344827586,0.04588607594936709,0.02,0.0,0.0,0.08561643835616438,0.0275,0.7344515732574286,2
0.0449438202247191,0.04454022988505747,0.04272151898734177,0.0275,0.0,0.0,0.08732876712328767,0.0275,0.725465663779594,2
0.08707865168539326,0.07183908045977011,0.03322784810126582,0.0375,0.0,0.0,0.0839041095890411,0.0275,0.6589503101645298,2
0.0449438202247191,0.0574712643678161,0.04905063291139241,0.01625,0.0,0.0,0.09417808219178084,0.0275,0.7106062003042914,2
