Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor,Adjusted_p,Revenue
0.0,0.0,0.0,0.0,5.065856129685917e-05,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.8570921985815603,0
0.0,0.0,0.0,0.0,0.00010131712259371835,3.572906737097576e-05,0.0,0.017857142857142856,0.0,0.0,0.00510204081632653,0.002976190476190476,0.0,0.0018796992481203006,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.9006193089836837,0
0.0,0.0,0.0,0.0,5.065856129685917e-05,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.015306122448979591,0.0,0.03571428571428571,0.0037593984962406013,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.8023123919220544,0
0.0,0.0,0.0,0.0,0.00010131712259371835,1.4887111406434124e-06,0.008928571428571428,0.025,0.0,0.0,0.01020408163265306,0.002976190476190476,0.004464285714285714,0.005639097744360902,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.8712563957416326,0
0.0,0.0,0.0,0.0,0.0005065856129685917,0.0003503123402388639,0.0035714285714285713,0.008928571428571428,0.0,0.0,0.01020408163265306,0.005952380952380952,0.0,0.005639097744360902,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.8577046845745405,0
0.0,0.0,0.0,0.0,0.0009625126646403242,8.609402616018146e-05,0.002819548928571429,0.0043859649999999995,0.0,0.0,0.00510204081632653,0.002976190476190476,0.0,0.0037593984962406013,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.908479678163299,0
0.0,0.0,0.0,0.0,5.065856129685917e-05,0.0,0.03571428571428571,0.03571428571428571,0.0,0.014285714285714287,0.00510204081632653,0.008928571428571428,0.008928571428571428,0.0037593984962406013,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.816087902126136,0
0.0013227513227513227,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.002976190476190476,0.0,0.007518796992481203,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.8096108326371485,0
0.0,0.0,0.0,0.0,0.00010131712259371835,2.0655867073845362e-05,0.0,0.017857142857142856,0.0,0.028571428571428574,0.00510204081632653,0.002976190476190476,0.004464285714285714,0.0037593984962406013,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.8657189686501463,0
0.0,0.0,0.0,0.0,0.00015197568389057752,0.0004120008081215642,0.0,0.003968253928571429,0.0,0.014285714285714287,0.00510204081632653,0.008928571428571428,0.0,0.0018796992481203006,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.8938431723721124,0
0.0,0.0,0.0,0.0,0.00015197568389057752,0.00022051533768024104,0.0,0.011904761964285712,0.0,0.0,0.0,0.0,0.008928571428571428,0.0037593984962406013,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.90360620566076,0
0.0,0.0,0.0,0.0,0.0008105369807497468,0.00022763323782055262,0.003348214285714285,0.004613095178571428,0.0,0.014285714285714287,0.0,0.0,0.013392857142857142,0.0037593984962406013,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.8881339789637606,0
0.0,0.0,0.0,0.0,0.0003546099290780142,0.0001565938030868547,0.0,0.005102040892857143,0.0,0.0,0.0,0.0,0.0,0.0037593984962406013,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.919198785450166,0
0.0,0.0,0.0,0.0,0.00030395136778115504,5.471013441180664e-05,0.0,0.011904761964285712,0.0,0.0,0.00510204081632653,0.011904761904761904,0.0,0.0037593984962406013,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.8955418038876208,0
0.0,0.0,0.0,0.0,0.00010131712259371835,3.796213408166175e-05,0.0,0.017857142857142856,0.0,0.0,0.01020408163265306,0.002976190476190476,0.008928571428571428,0.0037593984962406013,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.8847067644239548,0
0.0026455026455026454,0.0005569274418115904,0.0,0.0,0.0011651469098277608,0.0009313479907929268,0.0014880951785714285,0.002912970714285714,0.0,0.0,0.0,0.0,0.03571428571428571,0.0037593984962406013,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.8793977534801102,0
0.0,0.0,0.0,0.0,5.065856129685917e-05,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.013392857142857142,0.0037593984962406013,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.8399399429424625,0
0.0,0.0,0.0,0.0,0.0006585612968591692,0.00018700072814930443,0.0,0.0013736264285714283,0.0,0.0,0.0,0.0,0.0,0.005639097744360902,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.8849988566592021,0
0.0,0.0,0.0,0.0,0.00010131712259371835,1.786453368548788e-05,0.0,0.017857142857142856,0.0,0.0,0.00510204081632653,0.002976190476190476,0.0,0.0037593984962406013,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.8987574742692489,0
