mcg,gvh,lip,chg,aac,alm1,alm2,Adjusted_p,class
0.07865168539325842,0.022108843537414963,0.0,0.0,0.09090909090909093,0.030927835051546393,0.050505050505050504,0.7268974946036388,0
0.011235955056179777,0.04081632653061225,0.0,0.0,0.08766233766233766,0.0471281296023564,0.0634920634920635,0.7496651876564504,0
0.08988764044943821,0.04081632653061225,0.0,0.0,0.07954545454545454,0.05007363770250368,0.06637806637806638,0.673298874393925,0
0.09470304975922952,0.05612244897959184,0.0,0.0,0.08441558441558442,0.06185567010309279,0.05194805194805195,0.6509551947944494,0
0.03691813804173355,0.0272108843537415,0.0,0.0,0.08928571428571429,0.03240058910162003,0.050505050505050504,0.7636796237121402,0
0.10754414125200643,0.0391156462585034,0.0,0.0,0.05844155844155844,0.05154639175257732,0.06637806637806638,0.676974195917288,0
0.046548956661316206,0.020408163265306124,0.0,0.0,0.07142857142857142,0.029455081001472757,0.04906204906204907,0.7830971785812844,0
0.033707865168539325,0.03061224489795919,0.0,0.0,0.08279220779220779,0.036818851251840944,0.05627705627705628,0.7597917746123964,0
0.03210272873194222,0.04761904761904762,0.0,0.0,0.07467532467532467,0.07069219440353461,0.08225108225108224,0.6926596223190686,0
0.06741573033707865,0.04081632653061225,0.0,0.0,0.09090909090909093,0.022091310751104567,0.04329004329004329,0.7354774981820703,0
0.06741573033707865,0.013605442176870748,0.0,0.0,0.09253246753246754,0.03534609720176731,0.05339105339105339,0.7377092093607623,0
0.04012841091492777,0.05442176870748299,0.0,0.0,0.07142857142857142,0.02061855670103093,0.04184704184704185,0.771555650400945,0
0.06260032102728733,0.0272108843537415,0.0,0.0,0.07467532467532467,0.030927835051546393,0.050505050505050504,0.7540805843870496,0
0.08186195826645264,0.05782312925170068,0.0,0.0,0.07467532467532467,0.0427098674521355,0.050505050505050504,0.692424669849336,0
0.03531300160513644,0.04591836734693878,0.0,0.0,0.07792207792207792,0.019145802650957288,0.04040404040404041,0.7812967100708492,0
0.04012841091492777,0.04081632653061225,0.0,0.0,0.07467532467532467,0.06038291605301915,0.07503607503607504,0.7089609467900411,0
0.05457463884430177,0.04931972789115647,0.0,0.0,0.06168831168831169,0.030927835051546393,0.050505050505050504,0.7529844360196332,0
0.07062600321027288,0.018707482993197282,0.0,0.0,0.08928571428571429,0.07216494845360824,0.0836940836940837,0.6655217673631236,0
0.03691813804173355,0.04081632653061225,0.0,0.0,0.0633116883116883,0.036818851251840944,0.05483405483405484,0.7673009410300701,0
0.06581059390048154,0.06972789115646258,0.0,0.0,0.0633116883116883,0.026509572901325478,0.04617604617604618,0.728464207553996,0
0.06420545746388444,0.04931972789115647,0.0,0.0,0.06168831168831169,0.027982326951399118,0.0,0.7968041760052482,0
0.04975922953451044,0.011904761904761906,0.0,0.0,0.11850649350649349,0.0029455081001472758,0.020202020202020204,0.7966819867520667,0
0.08186195826645264,0.06462585034013606,0.0,0.0,0.06655844155844155,0.04565537555228278,0.062049062049062055,0.679249312233625,0
0.04815409309791332,0.0,0.0,0.0,0.09090909090909093,0.011782032400589101,0.03318903318903319,0.8159657504033735,0
0.05778491171749599,0.0391156462585034,0.0,0.0,0.07792207792207792,0.027982326951399118,0.03318903318903319,0.7640060039614904,0
0.046548956661316206,0.03571428571428571,0.0,0.0,0.07792207792207792,0.06038291605301915,0.07503607503607504,0.704395688613226,0
0.04012841091492777,0.04081632653061225,0.0,0.0,0.0762987012987013,0.04418262150220914,0.06060606060606061,0.737967879147489,0
0.033707865168539325,0.05952380952380952,0.0,0.0,0.08116883116883118,0.0427098674521355,0.05916305916305916,0.7237265675236253,0
0.06902086677367576,0.03571428571428571,0.0,0.0,0.08603896103896104,0.0471281296023564,0.0634920634920635,0.6986056933786575,0
0.06902086677367576,0.0391156462585034,0.0,0.0,0.0762987012987013,0.04123711340206186,0.05916305916305916,0.7151646131039986,0
0.08507223113964688,0.03741496598639456,0.0,0.0,0.07142857142857142,0.03387334315169367,0.05194805194805195,0.7202628363456416,0
0.05457463884430177,0.028911564625850344,0.0,0.0,0.06168831168831169,0.0471281296023564,0.0634920634920635,0.7442052917471162,0
0.08988764044943821,0.05952380952380952,0.0,0.0,0.0551948051948052,0.05007363770250368,0.06637806637806638,0.6789420407513771,0
0.06420545746388444,0.022108843537414963,0.0,0.0,0.06818181818181818,0.0471281296023564,0.0634920634920635,0.7348836877224625,0
0.038523274478330656,0.03231292517006802,0.0,0.0,0.05032467532467533,0.023564064801178203,0.044733044733044736,0.810542015492703,0
0.05778491171749599,0.06462585034013606,0.0,0.0,0.06655844155844155,0.05154639175257732,0.06637806637806638,0.6931063382532827,0
0.046548956661316206,0.061224489795918366,0.0,0.0,0.06818181818181818,0.038291605301914576,0.05627705627705628,0.7294760737819763,0
0.1043338683788122,0.052721088435374146,0.0,0.0,0.09577922077922077,0.03976435935198822,0.05772005772005773,0.649681405334547,0
0.051364365971107544,0.04421768707482993,0.0,0.0,0.056818181818181816,0.036818851251840944,0.05483405483405484,0.7559468590499849,0
0.060995184590690206,0.051020408163265314,0.0,0.0,0.07792207792207792,0.027982326951399118,0.04184704184704185,0.7402329605255256,0
0.052969502407704656,0.04931972789115647,0.0,0.0,0.08441558441558442,0.0427098674521355,0.05916305916305916,0.7114222586703598,0
0.04815409309791332,0.03571428571428571,0.0,0.0,0.09577922077922077,0.055964653902798235,0.0707070707070707,0.6936806757987113,0
0.06420545746388444,0.05782312925170068,0.0,0.0,0.07305194805194805,0.053019145802650956,0.06782106782106782,0.684079251608748,0
0.04494382022471911,0.03741496598639456,0.0,0.0,0.08116883116883118,0.04418262150220914,0.06060606060606061,0.7316837005117853,0
0.09791332263242376,0.04931972789115647,0.0,0.0,0.07792207792207792,0.0471281296023564,0.05916305916305916,0.6685536827889262,0
0.027287319422150885,0.03741496598639456,0.0,0.0,0.07305194805194805,0.057437407952871875,0.07215007215007216,0.7326582864365625,0
0.07062600321027288,0.03231292517006802,0.0,0.0,0.08928571428571429,0.07658321060382915,0.08802308802308802,0.6431690587070277,0
0.06902086677367576,0.04081632653061225,0.0,0.0,0.0633116883116883,0.036818851251840944,0.05627705627705628,0.7337552108551264,0
0.06741573033707865,0.03231292517006802,0.0,0.0,0.09415584415584415,0.017673048600883652,0.03896103896103897,0.7494814127750866,0
0.03691813804173355,0.028911564625850344,0.0,0.0,0.0698051948051948,0.04418262150220914,0.062049062049062055,0.7581334189759501,0
0.0593900481540931,0.061224489795918366,0.0,0.0,0.06818181818181818,0.057437407952871875,0.05194805194805195,0.7018181839672465,0
0.046548956661316206,0.023809523809523808,0.0,0.0,0.07305194805194805,0.0,0.024531024531024535,0.8320585469461874,0
