AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Adjusted_p,eyeDetection
0.0007644520113248641,0.01692365356528932,0.03973760119285081,0.00018912800991562466,0.036825475020803244,0.0003609071055079803,0.00025416429985165905,0.00195593491835129,0.0007740888847338922,0.035612464399298355,0.018873562524523855,0.030448987678349,0.0021346891967755854,0.00030266612801152775,0.814842225064413,0
0.0007633835964366411,0.01685745017872042,0.039794103107923307,0.00018918491971753218,0.036691728294421355,0.0003610103386701662,0.0002542300286202018,0.0019013753255035894,0.0007710402053512595,0.03543911085363756,0.018801324036904,0.030433631907725665,0.0021332439328613194,0.00030169146250698224,0.815307491811,0
0.0007640951004945249,0.01688688986255258,0.03981281478109666,0.00019004303026001957,0.036608156953819755,0.00036039888070952696,0.00025416429985165905,0.0016706888916668942,0.0007702077645269235,0.03537118096551603,0.018780799452677754,0.030472171881054805,0.0021313200425858354,0.00030220428651091225,0.8156248638066761,0
0.0007643338135823492,0.01696041726802606,0.039825411528396366,0.00018998612045811208,0.0367168159873115,0.0003601943996382743,0.0002542300286202018,0.0016841963636825964,0.0007728429262273373,0.03556717780721733,0.018863300232410746,0.030557080259795543,0.002133004619680711,0.0003029220401850289,0.8150480866047678,0
0.0007637381896641859,0.01696041726802606,0.03977526913623248,0.00018947058460553836,0.0367836078969541,0.0003610103386701662,0.0002540353703441327,0.0016026218268034675,0.0007710402053512595,0.035695391795186986,0.01890455062227722,0.030564908691878032,0.0021332439328613194,0.0003031269698552154,0.8149375671712898,0
0.0007625515770334481,0.01685745017872042,0.039674862053387216,0.00018969933969163708,0.0367502119421328,0.00036111158657923316,0.00025371051854575753,0.0013173758001190719,0.0007688212640630136,0.035529537003409724,0.01884257442677049,0.03045681611043147,0.002131080729405226,0.000302255269014227,0.8158019422006962,0
0.0007621946662031091,0.016805894829960696,0.039630956885614445,0.00018952749440744585,0.0367168159873115,0.0003606033617807796,0.0002532567372398561,0.001290360856087668,0.0007714564257634275,0.03543911085363756,0.018667310575191408,0.030286848806179156,0.00212963546549096,0.0003011276559997375,0.8163948993991322,0
0.0007636199919216711,0.01688688986255258,0.039605885689532494,0.00018855556426114342,0.03672512424924266,0.00036029763280046,0.0002529331494562606,0.0012630810596638176,0.0007696537048873495,0.03549189619960213,0.018564083989818188,0.030240630947538365,0.0021281902015766936,0.000301332585669924,0.8164578251714762,0
0.0007637381896641859,0.01694576923021689,0.03958081449345054,0.00018815496389085342,0.036741903680201644,0.0003605001286185939,0.00025345139551592526,0.0010866893662823767,0.0007648023046286385,0.0354842504113287,0.01868783515941767,0.030348723528984926,0.002130597410628702,0.000302255269014227,0.816360514468156,0
0.0007637381896641859,0.01695309324912148,0.039587051717841666,0.00018844062877885969,0.03672512424924266,0.0003601943996382743,0.0002536460537919944,0.0011001968382980786,0.0007666050255047166,0.03546925290356162,0.01890455062227722,0.03041044770501986,0.002135411828732719,0.00030261414585128525,0.8160796324426753,0
0.0007637381896641859,0.01694576923021689,0.039536909325677765,0.00018855556426114342,0.03670003655635251,0.00035958492693075386,0.00025299761421002386,0.001290360856087668,0.0007697915441147556,0.03546925290356162,0.018863300232410746,0.030333217211590772,0.002132760614084795,0.0003015375153401105,0.8160921877154963,0
0.0007615990422849458,0.01682786688667445,0.039373885401886376,0.0001877543635205634,0.03665002407766889,0.00035999190382014036,0.00025280295593395466,0.0012765885316795196,0.0007670212459168845,0.03539382426155654,0.01859507208757155,0.030171078339420947,0.0021240984154298095,0.00030035891982230624,0.8169580335668132,0
0.000759580410251015,0.016695316505322837,0.03922957315126834,0.000186495652607786,0.03659154042995744,0.0003606033617807796,0.0002532567372398561,0.001140984106737631,0.0007650806858134003,0.03536368221163248,0.01845059511233186,0.030078492075368526,0.0021207292612400582,0.00030025595515874905,0.8177038143432892,0
0.000759580410251015,0.016768987519010136,0.039279715543432236,0.00018626578164321854,0.0366332446467099,0.0003606033617807796,0.00025345139551592526,0.0013173758001190719,0.0007696537048873495,0.0354239663114806,0.01853309589206483,0.030194262542126753,0.0021226578439308493,0.0003004099023256208,0.8170967293447217,0
0.0007606488251392377,0.01687942223543418,0.03938635985066862,0.00018683822729769967,0.03667511177055904,0.0003609071055079803,0.0002532567372398561,0.001629901623227342,0.0007724267058151693,0.03541646755759705,0.018625858963910946,0.030356401414296578,0.0021233757834726763,0.0003008717438262362,0.8162721514560074,0
0.0007608875382270621,0.016842658532697438,0.039329980234113604,0.00018683822729769967,0.03662493638477875,0.0003609071055079803,0.00025345139551592526,0.0016026218268034675,0.0007697915441147556,0.035408968803713504,0.018636322477438044,0.03027917092086749,0.0021226578439308493,0.00030117863850305217,0.8165196285264904,0
0.0007592234994206758,0.016761663500105547,0.039223335926877226,0.00018626578164321854,0.036608156953819755,0.0003605001286185939,0.0002538407120680636,0.0014124578090138785,0.0007688212640630136,0.03543146506536414,0.018522833599951716,0.03005530787266272,0.0021207292612400582,0.00030025595515874905,0.8172351426699926,0
0.0007585096777599976,0.01673954783517798,0.03924840712295917,0.000186208871841311,0.03667511177055904,0.0003605001286185939,0.0002533869307621621,0.00130386832810337,0.0007690996452477752,0.03543146506536414,0.01842986930669161,0.030047629987351065,0.0021207292612400582,0.0003003079373189915,0.8173753581310048,0
0.0007605306273967229,0.016791103183937707,0.039329980234113604,0.00018643762692740977,0.036691728294421355,0.0003610103386701662,0.0002527384911801915,0.001154491578753333,0.0007660509658651426,0.03538632550767299,0.018491845502198352,0.030209768859520893,0.0021248210473869427,0.00030148653283679574,0.8171916812091184,0
0.0007613626467999158,0.016842658532697438,0.03934881420580443,0.00018626578164321854,0.03668342003249019,0.0003613160676504859,0.00025306334297856665,0.0010594095698585263,0.000764942846585994,0.03529575232351095,0.018646584769551177,0.030294677238261646,0.0021279508883960845,0.00030117863850305217,0.8170726031152683,0
0.0007610057359695768,0.01687209821652959,0.039373885401886376,0.00018638071712550225,0.036741903680201644,0.0003613160676504859,0.00025358158903823123,0.0012087863192085633,0.0007699320860721111,0.03537867971939958,0.01884257442677049,0.03032553932627912,0.0021293961523103505,0.00030143555033348106,0.8164934850112249,0
0.0007633835964366411,0.01697520891404905,0.039417790569659154,0.00018735376315027352,0.03670850772538035,0.00036111158657923316,0.00025351586026968844,0.0013446555965429222,0.0007717321042182398,0.035642606449222416,0.019007777207650435,0.030356401414296578,0.002133004619680711,0.0003033318995254019,0.8157736186933389,0
