Wife_Age,Wife_Education,Husband_Education,Number_of_Children,Wife_Religion,Wife_Working,Husband_Occupation,Standard_of_Living,Media_Exposure,Adjusted_p,Contraceptive_Method
0.02693602693602694,0.037037037037037035,0.07407407407407407,0.020833333333333332,0.1111111111111111,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.0,0.5077861952861953,1
0.09764309764309764,0.0,0.07407407407407407,0.06944444444444445,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.1111111111111111,0.0,0.3514309764309764,1
0.09090909090909091,0.037037037037037035,0.07407407407407407,0.04861111111111111,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.1111111111111111,0.0,0.3419612794612794,1
0.08754208754208753,0.07407407407407407,0.037037037037037035,0.0625,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.07407407407407407,0.0,0.368476430976431,1
0.06734006734006734,0.07407407407407407,0.07407407407407407,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.037037037037037035,0.0,0.39562289562289576,1
0.010101010101010102,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.07407407407407407,0.0,0.3973063973063974,1
0.07407407407407407,0.037037037037037035,0.07407407407407407,0.041666666666666664,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.037037037037037035,0.0,0.4398148148148149,1
0.016835016835016835,0.07407407407407407,0.07407407407407407,0.006944444444444444,0.1111111111111111,0.0,0.07407407407407407,0.037037037037037035,0.0,0.6058501683501684,1
0.037037037037037035,0.037037037037037035,0.07407407407407407,0.020833333333333332,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.1111111111111111,0.0,0.42361111111111116,1
0.09764309764309764,0.0,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.43939393939393945,1
0.07407407407407407,0.0,0.07407407407407407,0.013888888888888888,0.1111111111111111,0.0,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.46759259259259256,1
