Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Sex_F,Sex_I,Sex_M,Adjusted_p,Rings
0.05135135135135135,0.052100840336134456,0.008407079646017699,0.018133522224189836,0.015030262273032951,0.013232389730085583,0.014798206278026907,0.0,0.0,0.1,0.7269463481611612,15
0.03716216216216216,0.03529411764705882,0.007964601769911504,0.007915707455285992,0.0066240753194351035,0.006319947333772218,0.006826108619830594,0.0,0.0,0.1,0.7918932796925435,7
0.06148648648648649,0.061344537815126055,0.011946902654867258,0.023906499026031522,0.017182246133154,0.01856484529295589,0.020777279521674144,0.1,0.0,0.0,0.6847912030697046,9
0.04932432432432433,0.052100840336134456,0.011061946902654867,0.018204356295378078,0.014425016812373907,0.014944042132982224,0.015296462381664178,0.0,0.0,0.1,0.7246430108144879,10
0.03445945945945946,0.033613445378151266,0.007079646017699117,0.007189658225606516,0.005951580363147276,0.005134957208689927,0.005331340308918785,0.0,0.1,0.0,0.8012399130383276,7
0.0472972972972973,0.0411764705882353,0.008407079646017699,0.012378253940145209,0.009414929388029588,0.010138248847926266,0.01180866965620329,0.0,0.1,0.0,0.7593790506361453,8
0.06148648648648649,0.06050420168067226,0.013274336283185842,0.027465911103240658,0.015870880968392738,0.01856484529295589,0.032735426008968616,0.1,0.0,0.0,0.6700979121760975,20
0.06351351351351352,0.06218487394957983,0.011061946902654867,0.02712944926509651,0.01970410221923335,0.019618169848584593,0.025759840558046844,0.1,0.0,0.0,0.6710281037432905,16
0.05405405405405404,0.052941176470588235,0.011061946902654867,0.01797414556401629,0.014492266308002688,0.014746543778801843,0.01629297458893872,0.0,0.0,0.1,0.7184368923329434,9
0.0641891891891892,0.06470588235294118,0.013274336283185842,0.03160970426775279,0.0210827168796234,0.019815668202764973,0.03173891380169407,0.1,0.0,0.0,0.6535835890228485,19
0.060810810810810814,0.054621848739495805,0.012389380530973455,0.021409598016646006,0.012979152656355079,0.019354838709677417,0.020777279521674144,0.1,0.0,0.0,0.6976570910143672,14
0.04797297297297297,0.049579831932773114,0.009734513274336285,0.014308482380024792,0.011197041022192333,0.010599078341013824,0.013303437967115101,0.0,0.0,0.1,0.7433046421095716,10
0.05608108108108108,0.054621848739495805,0.011946902654867258,0.019107490703028154,0.01455951580363147,0.012442396313364055,0.018784255107125065,0.0,0.0,0.1,0.7124565095974071,11
0.06216216216216216,0.05882352941176472,0.012831858407079646,0.024172126792987424,0.018258238063214527,0.022448979591836733,0.020279023418036873,0.1,0.0,0.0,0.6810240821529179,10
0.053378378378378374,0.05042016806722689,0.008849557522123895,0.016769966353816185,0.011197041022192333,0.01053324555628703,0.018285999003487798,0.1,0.0,0.0,0.7305656440964875,10
0.057432432432432436,0.05798319327731093,0.011504424778761064,0.02346378608110501,0.017283120376597176,0.017445687952600396,0.02376681614349776,0.0,0.0,0.1,0.6911205389576952,12
0.03783783783783783,0.03781512605042018,0.0075221238938053105,0.010217814768903842,0.00632145258910558,0.005134957208689927,0.011310413552566023,0.0,0.1,0.0,0.7838402740986713,7
0.04932432432432433,0.047899159663865556,0.008849557522123895,0.015902248981760226,0.01257565568258238,0.01138907175773535,0.01280518186347783,0.1,0.0,0.0,0.7412548002041305,10
0.03918918918918919,0.040336134453781515,0.007079646017699117,0.008978218523109616,0.006455951580363146,0.005595786701777484,0.009815645241654212,0.0,0.0,0.1,0.7825494282924257,7
0.05067567567567568,0.04453781512605042,0.008849557522123895,0.013423056490171772,0.011398789509078681,0.009809084924292296,0.011310413552566023,0.0,0.0,0.1,0.7499956072000412,9
0.03783783783783783,0.03781512605042018,0.008407079646017699,0.008624048167168408,0.0063550773369199735,0.008097432521395654,0.007324364723467864,0.0,0.0,0.1,0.7855390337167724,11
0.04121621621621622,0.036974789915966394,0.008849557522123895,0.007915707455285992,0.00531271015467384,0.0063857801184990124,0.008320876930742403,0.0,0.1,0.0,0.7850243616864923,10
