fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.0977852787005494,0.15677219071189688,3.946334445917322e-10,0.02702968838036852,0.042164508664868594,0.05890051451280243,0.039045005513250054,0.22397331366145426,0.2392659471156048,0.05435071432044089,0.060712838024130744,5
0.09702139437048056,0.17834326487843294,3.4260679766092925e-10,0.039892572672988964,0.04918895626721433,0.12272482338532771,0.07384810867234771,0.16929102444378882,0.1240938010701874,0.07180382021166383,0.07379223368496082,5
0.10508542238589148,0.1626664755446907,0.014843316230674608,0.0355832918153096,0.04956032043649763,0.07753971008536796,0.06293985560610076,0.18881090144848833,0.15193945405194284,0.07110570508768992,0.07992554730734601,5
0.18630808677713806,0.03495693476443099,0.17862993533522623,0.021848084347387626,0.033549028180964446,0.07617481269264693,0.06086582875712682,0.18572154750259212,0.1054901194230632,0.04775180074034756,0.06870382147907599,6
0.0977852787005494,0.15677219071189688,3.946334445917322e-10,0.02702968838036852,0.042164508664868594,0.05890051451280243,0.039045005513250054,0.22397331366145426,0.2392659471156048,0.05435071432044089,0.060712838024130744,5
0.09720465341519538,0.14509363853949356,3.922902068424387e-10,0.024182273416824097,0.04125923750593567,0.0702609329610852,0.04713027259244185,0.22264341440786,0.23784524391093403,0.05402799295142849,0.060352339906511586,5
0.12387326247997946,0.13945383466881697,0.02545032517381977,0.020337017918182793,0.040363620644815336,0.0886329721891143,0.07943858768750116,0.19713724426322057,0.1870365077706642,0.03301938383189864,0.06525724337198673,5
0.11127187344392285,0.16905308196407395,4.656933943162936e-10,0.00956904281465833,0.04120492517147563,0.09730906793476966,0.024683395924154184,0.15488921311274592,0.23834701330474126,0.039040165258676075,0.11463222060508874,7
0.1257208171759874,0.13987517282689724,0.008879033125651659,0.033448411231177755,0.045210433965128714,0.05300915078245925,0.018824804716107164,0.21936817205864453,0.21673229424922766,0.06380143288730511,0.07513027698141342,7
0.08066138566271788,0.13675077682630288,0.034722806265810896,0.02675558711947877,0.06159095401710982,0.0906938962633003,0.0904878778224968,0.18578740682101402,0.18455034639032378,0.054579261097754565,0.05341970171369019,5
0.037952902414117896,0.14540380676756406,4.288677924333264e-10,0.020562154860602616,0.055129916985405564,0.09601517783931399,0.08031799689164622,0.13319462318899516,0.2836605875501231,0.04879334208295883,0.09896949099040467,5
0.09077768125659713,0.10758476473469498,0.09296201920412055,0.015369252379721015,0.05458595349610017,0.03827566429732116,0.026052473018522895,0.17251800083109095,0.13125237561095277,0.23610011022512425,0.03452170494575409,5
0.09648320564074925,0.030636044412508102,0.15655018579894983,0.017232775104340636,0.037336080775474706,0.14186317479073354,0.09581882912471673,0.14018745663280072,0.1232678628932514,0.0703069698241928,0.09031741500228231,7
0.08916386326694178,0.041824477327582724,0.15571252825920773,0.0188210149653375,0.16769590425251663,0.07291192442771333,0.05394323038703732,0.15310768017705748,0.07212252367441954,0.13711916898609455,0.0375776842760913,6
0.08471403770227401,0.0590097099209379,0.09891775797018794,0.030597627520047944,0.037289262183362676,0.10477567043580427,0.0732891174662615,0.19046974824752125,0.19597625372995242,0.061142906342561615,0.0638179084810885,5
0.11692325271356614,0.08501082498590978,0.08407844820013294,0.019195993048720453,0.06282990812894802,0.05378152351322604,0.04385717492153359,0.19195590003411778,0.13555955253346888,0.13905189582056307,0.06775552609981339,5
0.1458771029662222,0.10711488727454758,0.04649365131026851,0.04052995760986665,0.050805021881269105,0.05046800681355037,0.09110545188889299,0.20885213663515595,0.1431085894109841,0.05061910862909194,0.06502608558015066,5
0.07841565080961276,0.07388538392982578,0.0539363303727929,0.039581455855562865,0.04695149202716193,0.11500283617957378,0.046285594014137225,0.19036684578913346,0.20931421687231255,0.06920829378243665,0.07705190036745004,6
0.0752297795342707,0.09247625184308121,0.08000908314350309,0.017125232230246475,0.05676771356093271,0.07463533878685372,0.03003874619216338,0.19936183913529829,0.23624729177007528,0.06887009409284368,0.06923862971073157,5
0.12394819323538812,0.09273475565007445,0.11204916672961053,0.028779752075451748,0.05300044082487272,0.02090469566514373,0.008248614002114386,0.21012646558880807,0.19851230290085783,0.07268658536784992,0.07900902795982855,5
0.08893140116196045,0.16243990420110876,4.019699314351572e-10,0.027532187486569736,0.04563264704235505,0.07799416620282132,0.041191265460696284,0.21042919358351844,0.23105358303792634,0.052954123106002615,0.06184152831507108,5
0.12234974920725691,0.15535956477471227,4.3204755036245805e-10,0.03255152819908206,0.0504896974693965,0.04513929673857301,0.015266698324713912,0.20079743022605404,0.21772475022100257,0.06726488851243023,0.09305639589473087,6
0.06978808288519961,0.14275145486326796,0.026286844787503268,0.03858147456140245,0.04827300346930699,0.0896779344035926,0.10084806576221217,0.15798575502271428,0.1803709237872915,0.04722187656470645,0.09821458389280274,5
0.11503613938636242,0.12873953728881438,0.042159190765247816,0.03368885113870656,0.04164305153925657,0.07341152594770685,0.1328337275094412,0.1684407207397926,0.11895309666357148,0.06942381690119688,0.0756703421199032,5
0.024578212813204575,0.06340954374109933,0.11572241694562231,0.02853429493808401,0.0703221366894584,0.08290561227141455,0.07196871177370572,0.19134132345783772,0.23326723368792532,0.06097947741187453,0.05697103626977343,5
0.10703186322948416,0.13590893153520994,3.779562656944579e-10,0.11908211148716899,0.046692427191628846,0.02256455355374479,0.01602641447100748,0.23670829306325336,0.1964182171955485,0.049790646158064486,0.06977654173693311,6
0.10679219651048824,0.1239813513675731,0.05279539234054884,0.038744172561629674,0.04658787308512899,0.0112570135889306,0.011992896078042554,0.2057215035700788,0.2019171349954364,0.060969871335743386,0.13924059456639934,6
0.12273796300644275,0.07056832410442729,0.110955118595866,0.032569995953880125,0.03572368500620315,0.07097342355166128,0.033605790865606305,0.19580657305289384,0.15289091130122565,0.09491455830867007,0.07925365625312376,7
0.07077699905597216,0.06695267111689851,0.10663734509424919,0.10144344093361435,0.030659967730262926,0.04863228855402487,0.08478234156673686,0.16811606231465342,0.1376116219734683,0.08868708013489944,0.09570018152522002,5
0.13027648796341498,0.11763550457631756,0.1051517367809253,0.045613767295208316,0.04447151937505717,0.08370287512098899,0.04954145449911333,0.19378183474137117,0.14351418130540897,0.03777906733149483,0.04853157101069947,4
0.08492100519463047,0.08385798836473489,0.0661798179143587,0.0385293461842831,0.17677413744865428,0.034571546829721266,0.009354038151882777,0.16350593731206353,0.12245871790659199,0.11294160518889904,0.10690585950417998,6
0.10284689497019768,0.12281247608194794,0.0730506803521739,0.029565966716283584,0.03159727428217106,0.03964758785993204,0.01994637939311714,0.16407391454091694,0.14641510702950797,0.17298337435901928,0.0970603444147326,5
3.4388840017151347e-10,0.09421600039087838,0.051583260369615413,0.02826480035798539,0.024112375648067973,0.03592863916777786,0.07169404843618271,0.08407844179551278,0.31410279105172734,0.047361875816611824,0.2486577666217519,4
0.07860814406105636,0.15995176787191584,0.12321192628666129,0.025513779165188374,0.048793013649945184,0.089810845340429,0.10935071117497036,0.14579425756565084,0.11506698849394119,0.06863218299096599,0.035266383399275514,5
0.15034045202089688,0.14960493122042515,0.1051667258447281,0.022163693858700404,0.041866810326761206,0.018111376771922653,0.02429783041922091,0.20877727360139933,0.1305825486494864,0.09930529158481602,0.04978306570164276,5
0.08547672335399979,0.13231328383129096,0.019317739851802216,0.04300181757115641,0.04595622519183112,0.05045678241652972,0.01535862718963329,0.1960849834304331,0.2509785040941002,0.08675631501374617,0.07429899805547713,6
0.08823942485788093,0.1297603046762772,0.019942110403760923,0.040976938659939406,0.04660927239720291,0.03720542942617994,0.014093364389159233,0.19876221926742496,0.2551647925927518,0.09254572011853081,0.07670042321089195,6
0.11252510965002614,0.056609378951074395,0.11443803650867257,0.04572295998315306,0.0366176245859434,0.13759133736319376,0.12692872125976773,0.16174245234965207,0.11513888187467033,0.04378035348468568,0.048905143989160876,5
0.09203783687749596,0.09260519340405583,0.052001377986589215,0.04511535081052762,0.05671825308692637,0.16557652616530547,0.08207520180425408,0.1382121788022474,0.11737843806406555,0.06227709931663197,0.0960025436819005,6
0.18255548804098767,0.07569264997822545,0.2099714103861074,0.06307720837658302,0.03566863458630347,0.016494219537085467,0.0052066561248084765,0.19013563841674055,0.08701674716395157,0.06617441260213595,0.068006934787071,5
0.09809248652477551,0.11150881757528683,0.06235003687352595,0.03321539271244374,0.03700985322838463,0.08271978346696869,0.058751507085740666,0.18896262532461933,0.18819564865664468,0.05392884098862323,0.08526500756298652,5
