compactness,circularity,distance_circularity,radius_ratio,pr.axis_aspect_ratio,max.length_aspect_ratio,scatter_ratio,elongatedness,pr.axis_rectangularity,max.length_rectangularity,scaled_variance,scaled_variance.1,scaled_radius_of_gyration,scaled_radius_of_gyration.1,skewness_about,skewness_about.1,skewness_about.2,hollows_ratio,class
0.07163671335707487,0.08641491643130583,0.08945544126343338,0.04840241613978424,0.041149960283843,0.022609185793252717,0.048949625930167544,0.06847353381285692,0.03744646387177786,0.08773171515559565,0.03626394396476757,0.03502187269553376,0.0706537052856198,0.02167953177830754,0.0408506878465044,0.0584530166914319,0.05492148027537419,0.07988578942336876,van
0.06900283151674752,0.054258636785891344,0.10776368122030941,0.028491707828299004,0.019378084679751547,0.023290264004025094,0.04264445149855284,0.09572773762319081,0.029390095006513912,0.06297877481242625,0.03712433048813846,0.030870171724580182,0.054343949107604456,0.030163518554676354,0.07213932385040239,0.06021385299913472,0.07641424673479127,0.1058043415649645,van
0.07840858413064135,0.0760738372121016,0.10665253643686522,0.05334743789477277,0.024292485911630822,0.01756199580548996,0.07224235983434549,0.019945409506159188,0.058174110836630225,0.0664846980823848,0.05694939271620323,0.06291732370111365,0.08122423017862877,0.02143256722382054,0.07403977739670714,0.0255398536033013,0.04653928869257387,0.058174110836630225,car
0.0749386417338611,0.05303350035434505,0.10054267760070763,0.04139623666812319,0.03030485741920812,0.022764379967456713,0.03604891532874162,0.09849078622461889,0.028726479437601395,0.06155674145502137,0.02721455947627282,0.025833164979231632,0.01951232571101416,0.009071519940330184,0.04700696624275571,0.042038750316616205,0.1321418047924744,0.14937769235161985,van
0.035037327628830585,0.05682335818632109,0.05596239821583606,0.05923705382410005,0.08265215730087169,0.1267073165453127,0.032480137060058346,0.07291101020624115,0.022384959366920285,0.04988648070984175,0.07846517302335504,0.02270704511127438,0.0667325201107713,0.1201718865409557,0.054944900068899225,0.03603432475265841,0.01790796752039823,0.008953983827353932,bus
0.08264740728096172,0.060925973357726315,0.07260345155426241,0.04772978003595248,0.03133335780377147,0.011955285465443671,0.042449076910351206,0.07241487116102642,0.026401255211445682,0.05657411812920353,0.03835129697229451,0.033618864506520844,0.06276524802034725,0.01459016742456018,0.0936044498919064,0.0038635984588521366,0.12672602441299072,0.12144577340238297,bus
0.07156543889194962,0.07447986852219719,0.06992832101323027,0.04481801703065257,0.0383039324769017,0.025576105921564667,0.03164177432015562,0.12172138500487717,0.016137304998166752,0.0774590632553392,0.0326143425354125,0.02252256948916347,0.06698503900485886,0.020383964157250686,0.026406498964678855,0.01416934099761562,0.10973367286437742,0.13555336055160783,van
0.06500285769535236,0.008846542961979734,0.0702808674895468,0.036158794977274734,0.03538617115788874,0.02169906730842625,0.01503334082028534,0.1840080890549789,2.3001011103121106e-10,0.029572728791165813,0.013316375079185478,0.010755868731469623,0.004339813645693337,0.015132244376800308,0.02091001032375657,0.07854003814310657,0.1840080890549791,0.20700910015810012,van
0.06411098333943295,0.02617549037341001,0.09452260353386133,0.03863456646936895,0.034900653755595326,0.029961882029830075,0.03113685778680951,0.15555719881210017,0.018904520888255696,0.038889299873165695,0.02746130392446892,0.022304614532392603,0.025681613200833522,0.020894470431561066,0.020623113675655794,0.05533030460168766,0.13611254898894456,0.15879797378262617,van
0.08303921187961684,0.008642090125432845,0.08113962207051727,0.031398335584582826,0.019753348569239573,0.016958063426143546,0.016154495071826497,0.17975547016005589,2.24694337419202e-10,2.24694337419202e-10,0.02128683219072399,0.010776707055351508,0.01271854762578124,0.017739026863052395,0.0510668950926948,0.1424890922466273,0.14979622517082905,0.15728603641813577,car
0.05645560392967615,0.08656525926650044,0.08175607820575766,0.05065390724086664,0.03995319667776279,0.01306645437590334,0.04526288074482721,0.08409196614954699,0.02885508653758717,0.07419879368173332,0.045560662853851526,0.03425244082158624,0.09037630840897586,0.027336397781563115,0.03934784521557139,0.04644965139396317,0.07502322472071783,0.08079424199360914,bus
0.06236279650583889,0.06206297536965356,0.11205814982855511,0.031317561653322605,0.02167278516640307,0.02706310047194501,0.04687399741820005,0.09220784903354295,0.029882173419096273,0.06659455768514018,0.04057684594702582,0.034611726018201804,0.05863671748003897,0.030668546399091078,0.06519746906613644,0.056849012684284536,0.06574078130686022,0.09562295454666332,van
0.06515107440867332,0.0878226936587332,0.07730226683129313,0.06169640110074651,0.037638297363863885,0.008078030914232705,0.057830956820745516,0.04485230433125134,0.04757062579722345,0.07339467972395823,0.049573599508992316,0.048083977872631835,0.08706322068021416,0.022533454400112077,0.03892142113276678,0.006961555116542836,0.09989831401718616,0.08562712632083261,bus
0.06158891008013494,0.10422738620418216,0.10778059254785279,0.05217575790330744,0.02436484362263338,0.016268768791053285,0.07406770882958377,0.02111619782270597,0.06158891008013494,0.08446479092129044,0.0628855187108077,0.06498590031756901,0.10613434809931777,0.024311411948292467,0.0335939510087908,0.006008674265319978,0.04105927342781598,0.053377055419207356,car
0.11506559883834253,0.038170799835714954,0.05054096634193304,0.007223004603939063,0.018176571523623803,0.02496706415791893,0.012973082515485963,0.293006327958914,3.3081359570914567e-10,0.05198499394225073,0.012187869646413699,0.00872649805935221,0.03328941876695403,0.09140902019781437,0.030073963577099565,0.11296074032905846,0.0551355996156713,0.04410847975869982,van
0.08847914629343073,0.04816616255058706,0.0804441810993755,0.0635730245390759,0.03784484203757698,0.011814341875834583,0.06650393352740562,0.04472572237958368,0.05218000941675766,0.046962008490735854,0.05932043173657688,0.05649706054260298,0.04135019617407096,0.026776583855862218,0.028461823389385996,0.03818049473718706,0.11479602052901877,0.09392401682493166,bus
0.07995093848944564,0.09582209250846475,0.09886406369544341,0.04248132700054852,0.018251827240508854,0.01790745314386976,0.08064205982050261,0.016948125303232277,0.06920484462240148,0.09321468863391164,0.05931843826472079,0.07140972661584104,0.08282197036033898,0.023415173071038423,0.026962926548675027,0.03182940595312094,0.035591063006287324,0.05536387572164856,car
0.048650145787497746,0.10954788046963235,0.0988973921104198,0.043532127296122734,0.0380064076427352,0.015354420079030132,0.055847939162678294,0.09881665954559778,0.03390767742869422,0.07847205321044887,0.048184594155114474,0.04146982127029631,0.09596512442584647,0.04283075038270688,2.034460633514889e-10,0.014886297521847692,0.06103381920889288,0.07459689009899209,bus
0.08240819852388208,0.05301786211029769,0.062222352000172974,0.025582855039410095,0.045443881858057485,0.01950657212632915,0.02477632136583332,0.2855390558540728,3.4461610147693056e-10,0.03446161049230911,0.019951458851175222,0.015288724271050661,0.05201752509585089,0.10429171526526616,0.10965057808727582,0.008405271112346116,0.034461610492309336,0.022974407109744722,van
0.07568121288304748,0.06376072882867903,0.05525929834029221,0.04995054480387601,0.040078172468172905,0.015639424177432894,0.04117359488404347,0.08052069179149875,0.027629649253035068,0.056838135430992615,0.03402809430482092,0.03180391278420341,0.0708987223519472,0.019631592938302706,0.06781822974359093,0.004043363446839919,0.12709638596716083,0.13814824560206365,bus
0.06927287886041224,0.05252558952061406,0.09483786978442224,0.043733096407520405,0.0350170597562797,0.021472725410285158,0.04611723875719757,0.13006336419123787,0.01896757413897319,0.05852851401124304,0.040730369468851974,0.03356851232973405,0.04580848061731599,0.02994880114028815,0.01034594963380849,0.01110297032206685,0.12139247326032959,0.13656653238941915,bus
0.06874282394924827,0.0935553224905809,0.10979756595741404,0.06107650970310386,0.02539358762176793,0.02065277883326003,0.07313213447016764,0.020849471963847056,0.06081095966144525,0.0816604315036704,0.05825049820713691,0.06401921172349827,0.08796553907859908,0.014402595802106384,1.2162191907964668e-10,0.01779832974303363,0.06081095966144525,0.08108127950805306,car
0.04954890696068909,0.08766345063049798,0.10552082016468624,0.04147106480883438,0.03548282536825959,0.02508608191978341,0.04344974959130461,0.10310891570812053,0.03165624618236212,0.08140177559902939,0.038987166306923594,0.03188398895928602,0.07764739602041297,0.029990127972234482,0.008633521824235102,0.01853048564891775,0.07597499057175666,0.11396248576266607,van
0.07308582158193956,0.03879170545893616,0.06537120711711092,0.022021492327270725,0.03694448140547233,0.025373191108302395,0.035157624151141265,0.25935025744252327,0.02801623181373032,0.03361947810923732,0.02300280091775023,0.021768007527373436,0.0634329772664638,0.10174315675461316,0.09168948517176548,0.02459961821890887,0.033619478109237544,0.02241298551822309,car
0.08186492182908876,0.08945872678486147,0.0892220634867818,0.047882462672443026,0.02190825970441631,0.01880803429021944,0.07673459417046212,0.015822632039511335,0.07383894911160536,0.07753089656164772,0.057710968145630905,0.06799557904679014,0.07453554297010394,0.018945519920186258,0.005034473906270716,0.0756398990872358,0.040611422061224305,0.06645505421152065,car
0.09178945097445954,0.06719864319272183,0.09099816260524518,0.05658575706373634,0.02719945090276661,0.010988457499214949,0.07612918181118503,0.029119412132684454,0.06066544178536249,0.05823882411977189,0.06666812758971821,0.06738664898861707,0.04944805823687755,0.03256776355220797,0.03970828921889806,0.024858034768720453,0.09221147143804055,0.058238824119771916,bus
0.03597069046143209,0.04545746590540217,0.0755099015421454,0.025805548432767635,0.020780555970789504,0.022299889055145,0.0525286272316947,0.1350736125100482,0.03939647048286575,0.040522083918479605,0.0472757645321631,0.03684561989136658,0.07284630371101498,0.07464594386130138,0.09670042720502853,0.11530674242121856,0.031517176433568446,0.031517176433568446,car
0.061861525769511025,0.0684045717455519,0.11115742897536439,0.04349216445845067,0.03322507779644903,0.0302012638511383,0.04998451717960913,0.08638520198620445,0.0296419811905219,0.08384446075654702,0.04025069018453009,0.03667928603525649,0.07270674605798584,0.030422033322434254,0.040420883376947346,0.03904065809697823,0.05335556600065802,0.08892594321586189,van
0.056419390366983464,0.05989135284045813,0.08891277990461824,0.03551054503454789,0.020914440787045675,0.019587109221489978,0.03166369279603716,0.10381167812991315,0.014418288778143617,0.059320959005530145,0.03187200656329386,0.022612855683214136,0.05332046369385585,0.011382859598117455,0.0786452107464238,0.046419856170004464,0.1268809398981118,0.13841557078221106,car
0.09282652928060149,0.016423155356141854,0.07709758963312054,0.04661594275811479,0.02815398045802818,0.016113284504393924,0.04186294469474239,0.12200058127311873,0.017791751618028633,0.030500145478405433,0.035958066210019915,0.03071957098390835,0.014770510813486178,0.01404611974339121,0.04852295858948534,0.06769544458194744,0.14945071201153276,0.14945071201153276,car
0.06720377004462498,0.063695880954652,0.10273909680547674,0.05689052774654773,0.025478352448104518,0.016665085916196296,0.0692744744403572,0.018926776132696374,0.06440361296403253,0.056780328177276726,0.059270693443367564,0.06049835791946526,0.06596596475832535,0.015979843901155585,0.025092316806624246,0.10232769161303201,0.05152289039330728,0.0772843355347578,car
0.05262003406128973,0.03324892268479254,0.10805899833656338,0.05511480796990984,0.026599138182412916,0.019572950783672174,0.05876149459915098,0.06915775899764254,0.043223599438361994,0.02716911971118829,0.05095834878060355,0.04519302002839528,0.0228351092188018,0.00909970528141388,0.007858836402979415,0.10542341301549828,0.12678922468493267,0.13831551782239065,car
0.04674456678873971,0.10108013132528616,0.10618518845086036,0.014606259752786665,0.013127289990393235,0.022539309057489628,0.062461875657707076,0.12287143231273721,0.039819445818395575,0.09897976496504993,0.05532807199145574,0.04468944995401527,0.10217820021644738,0.07230373037007572,0.021719697827723337,0.011654472115837323,0.03185555670249988,0.03185555670249988,bus
0.040595396469051956,0.0633729039285157,0.07017962322755796,0.09689504839387879,0.09536113157032024,0.09741092899841736,0.029435954563311075,0.05649241722820303,0.018307727879684186,0.05963088484588952,0.08209570568827697,0.021337064129369566,0.06286804641381771,0.08527546893251195,1.0984636661902686e-10,0.04018769521436839,0.032953910095554505,0.0476000923114247,van
