Wife_Age,Wife_Education,Husband_Education,Number_of_Children,Wife_Religion,Wife_Working,Husband_Occupation,Standard_of_Living,Media_Exposure,Contraceptive_Method
0.054724241243245146,0.07524583162481051,0.15049166302388353,0.04232578038771607,0.22573749442295657,0.22573749442295657,0.07524583162481051,0.15049166302388353,2.2573749419721907e-10,1
0.1505515898158919,1.7131732614727452e-10,0.114211550936167,0.10707332901336389,0.17131732631859184,0.17131732631859184,0.114211550936167,0.17131732631859184,1.7131732614727452e-10,1
0.13815158294579583,0.05628397833723649,0.11256795650562106,0.07387272151485666,0.1688519346740056,0.1688519346740056,0.11256795650562106,0.1688519346740056,1.6885193450515368e-10,1
0.13862045980315746,0.11729423524512422,0.058647117710532784,0.09896701101556439,0.17594135277971565,0.17594135277971565,0.11729423524512422,0.11729423524512422,1.759413526037743e-10,1
0.11142061281285834,0.1225626740757598,0.1225626740757598,0.09192200560278084,0.18384401102171768,0.18384401102171768,0.1225626740757598,0.061281337129801904,1.838440108378737e-10,1
0.01675977669286227,0.18435754177790953,0.18435754177790953,1.8435754159355197e-10,0.18435754177790953,0.18435754177790953,0.1229050279133922,0.1229050279133922,1.8435754159355197e-10,1
0.13223140492097535,0.06611570255966122,0.13223140492097535,0.07438016535482549,0.19834710728228946,0.19834710728228946,0.13223140492097535,0.06611570255966122,1.9834710708394235e-10,1
0.042712226548335015,0.18793379585421174,0.18793379585421174,0.017618793616804854,0.2819006936403673,2.8190069335846656e-10,0.18793379585421174,0.09396689806805622,2.8190069335846656e-10,1
0.06425702819373881,0.0642570281937388,0.12851405619470652,0.03614457844331542,0.19277108419567426,0.19277108419567426,0.12851405619470652,0.19277108419567426,1.9277108400290317e-10,1
0.1741741740616833,1.9819819784465546e-10,1.9819819784465546e-10,0.09909909912052592,0.19819819804285366,0.19819819804285366,0.06606606614641669,0.06606606614641669,0.19819819804285366,1
0.1391304347299811,2.0869565178192816e-10,0.1391304347299811,0.026086956681436672,0.20869565199062384,2.0869565178192816e-10,0.1391304347299811,0.1391304347299811,0.20869565199062384,1
0.16747181953791218,2.1256038606679268e-10,0.2125603862793531,0.05314009672925856,0.2125603862793531,0.2125603862793531,2.1256038606679268e-10,0.14170692425708883,2.1256038606679268e-10,1
0.17277284986771438,0.20362514445058746,0.20362514445058746,0.012726571719060288,0.20362514445058746,2.036251442469623e-10,2.036251442469623e-10,0.20362514445058746,2.036251442469623e-10,1
0.17442347995771051,0.07379454934059887,0.2213836475790293,0.0138364781812365,0.2213836475790293,2.2138364735764566e-10,0.14758909845981408,0.14758909845981408,2.2138364735764566e-10,1
0.1221374045619719,0.1221374045619719,0.18320610675135482,0.022900763504224694,0.18320610675135482,0.18320610675135482,0.061068702372589004,0.1221374045619719,1.8320610656814871e-10,1
0.06535947721299498,0.07189542491272587,0.21568627430680504,2.1568627409111877e-10,0.21568627430680504,0.21568627430680504,0.21568627430680504,2.1568627409111877e-10,2.1568627409111877e-10,1
0.20455453438112536,2.109468633629966e-10,2.109468633629966e-10,0.09228925293225787,0.21094686357394346,0.21094686357394346,0.07031562133194573,0.21094686357394346,2.109468633629966e-10,1
0.13741598202949934,0.0657206871604538,0.0657206871604538,0.07393577303086528,0.19716206108703732,0.19716206108703732,0.0657206871604538,0.19716206108703732,1.9716206088987524e-10,1
0.1324921135246047,0.0694006309929843,0.0694006309929843,0.1041009463853755,0.20820189256254912,0.20820189256254912,0.0694006309929843,0.13880126177776672,2.0820189235434724e-10,1
0.14904819757785456,0.0712839206922879,2.138517614353084e-10,0.06682867566238564,0.21385176164916014,0.21385176164916014,0.0712839206922879,2.138517614353084e-10,0.21385176164916014,1
0.0751526539083488,0.16533583830076287,0.24800375732714242,0.015500235065449923,0.24800375732714242,2.4800375707913863e-10,0.24800375732714242,2.4800375707913863e-10,2.4800375707913863e-10,1
0.06779661027851192,0.18644067777650097,0.279661016524921,2.7966101624525994e-10,0.279661016524921,2.7966101624525994e-10,0.18644067777650097,2.7966101624525994e-10,2.7966101624525994e-10,1
0.18285714272726203,0.20114285697987394,0.20114285697987394,0.012571428749813549,2.0114285677873108e-10,0.20114285697987394,2.0114285677873108e-10,0.20114285697987394,2.0114285677873108e-10,1
0.1210128247132348,0.17362709625219466,0.17362709625219466,0.010851693678537569,0.17362709625219466,0.17362709625219466,1.7362709607856758e-10,0.17362709625219466,1.7362709607856758e-10,1
0.15435634603391576,0.15917998184250126,0.15917998184250126,0.04974374443521788,0.15917998184250126,0.15917998184250126,1.5917998168332128e-10,0.15917998184250126,1.5917998168332128e-10,1
0.12339331617661789,0.056555270006185515,0.16966580967922493,0.08483290492444535,0.16966580967922493,0.16966580967922493,0.11311053984270522,0.11311053984270522,1.6966580950955913e-10,1
0.14096916293877235,0.21145374430243166,0.21145374430243166,0.013215859217139862,0.21145374430243166,2.114537440909779e-10,2.114537440909779e-10,0.21145374430243166,2.114537440909779e-10,1
0.08965517245774078,0.2275862066579786,0.2275862066579786,2.275862064303924e-10,0.2275862066579786,2.275862064303924e-10,2.275862064303924e-10,0.2275862066579786,2.275862064303924e-10,1
0.06201550398900307,0.25581395315521904,0.25581395315521904,2.558139528994051e-10,0.25581395315521904,2.558139528994051e-10,0.08527131788894898,0.08527131788894898,2.558139528994051e-10,1
0.16413373850609286,2.0060790237337055e-10,0.06686930099173141,0.10030395138729316,0.20060790257397845,0.20060790257397845,0.06686930099173141,0.20060790257397845,2.0060790237337055e-10,1
0.08664259931995465,0.12707581224698042,0.19061371827516374,0.02382671495118247,0.19061371827516374,0.19061371827516374,1.9061371808455002e-10,0.19061371827516374,1.9061371808455002e-10,1
0.08146639515983424,0.17922606913656403,0.17922606913656403,0.02240325879889331,0.17922606913656403,0.17922606913656403,0.11948404615078471,0.05974202316500539,1.7922606895733796e-10,1
0.10204081635401913,0.11224489795574757,0.33673469319377336,3.3673469285703866e-10,0.33673469319377336,3.3673469285703866e-10,3.3673469285703866e-10,0.11224489795574757,3.3673469285703866e-10,1
0.1296472830848027,0.08388941855546114,0.08388941855546114,0.03145853211559058,0.2516682551630469,0.2516682551630469,0.16777883685925402,2.5166825491137866e-10,2.5166825491137866e-10,1
0.052266231228922364,0.07186606785891893,0.14373213550223965,0.013474887898720837,0.21559820314556039,0.21559820314556039,0.14373213550223965,0.14373213550223965,2.1559820292996217e-10,1
0.13094113941006222,1.6619452288644747e-10,0.1107963487571595,0.09348441928982122,0.166194523052642,0.166194523052642,0.1107963487571595,0.05539817446167701,0.166194523052642,1
0.24657534209832987,3.013698621962845e-10,0.10045662103346469,0.15068493139951208,0.30136986249765435,3.013698621962845e-10,0.20091324176555952,3.013698621962845e-10,3.013698621962845e-10,1
0.0561622465916993,0.1372854913711464,0.1372854913711464,0.05148205939288505,0.20592823695375548,0.20592823695375548,0.1372854913711464,0.06864274578853731,2.0592823674782723e-10,1
0.14841241520611634,0.06278986808049324,0.06278986808049324,0.03531930087768914,0.1883696038647405,0.1883696038647405,0.12557973597261687,0.1883696038647405,1.8836960367637088e-10,1
0.08215661109867,0.07531022685927505,0.07531022685927505,0.014120667719682749,0.2259306801259638,0.2259306801259638,0.07531022685927505,0.2259306801259638,2.2593067990003312e-10,1
0.11300765155443651,3.1077104092008006e-10,3.1077104092008006e-10,0.05826957048328604,0.3107710412308511,0.3107710412308511,0.20718069425749108,3.1077104092008006e-10,3.1077104092008006e-10,1
0.26050420130781726,0.09243697483652284,0.18487394939573476,2.7731092367763576e-10,0.2773109239549467,2.7731092367763576e-10,2.7731092367763576e-10,0.18487394939573476,2.7731092367763576e-10,1
0.19033457235075465,0.06542750937438233,0.19628252773058194,0.02453531613806995,0.19628252773058194,0.19628252773058194,1.962825275342994e-10,0.13085501855248213,1.962825275342994e-10,1
0.14988290390935066,0.20608899279807383,0.20608899279807383,0.025761124280087096,2.0608899259198483e-10,0.20608899279807383,2.0608899259198483e-10,0.20608899279807383,2.0608899259198483e-10,1
0.08884775571762862,0.08144377609485384,0.08144377609485384,0.015270708216304298,0.2443313277958989,0.2443313277958989,0.16288755194537635,0.08144377609485384,2.4433132755156757e-10,1
0.07434176570713884,2.725864732600253e-10,0.27258647353261184,0.017036654851338057,0.27258647353261184,0.27258647353261184,0.09086215802592824,2.725864732600253e-10,2.725864732600253e-10,1
0.08642808916856641,0.17825793372076917,0.17825793372076917,0.022282241871071837,0.17825793372076917,0.17825793372076917,0.05941931135909501,0.11883862253993209,1.7825793354251124e-10,1
0.1414634145901725,0.16097560968385485,0.16097560968385485,1.6097560952287923e-10,0.16097560968385485,0.16097560968385485,0.05365853666860202,0.16097560968385485,1.6097560952287923e-10,1
